title,movie_rating,release_date,genre_name,director,writer,actors,imdb_rating,box_office,run_time
Thunderbirds,PG,2004-07-30,Action,Jonathan Frakes,Gerry Anderson,Bill Paxton,4.3,57000000.0,95.0
New York Minute,PG,2004-05-07,Comedy,Dennie Gordon,Emily Fox,Mary-Kate Olsen,5.0,30000000.0,91.0
Birth,R,2004-10-29,Drama,Jonathan Glazer,Jean-Claude Carrière,Nicole Kidman,6.2,20000000.0,100.0
Vanity Fair,PG-13,2004-09-01,Drama,Mira Nair,Matthew Faulk,Reese Witherspoon,6.2,23000000.0,141.0
Exorcist: the Beginning,R,2004-08-20,Horror,Renny Harlin,William Peter Blatty,Stellan Skarsgård,5.1,80000000.0,114.0
A Dirty Shame,NC-17,2004-09-24,Comedy,John Waters,John Waters,Tracey Ullman,5.1,15000000.0,89.0
Swades,Not Rated,2004-12-17,Drama,Ashutosh Gowariker,M.G. Sathya,Shah Rukh Khan,8.2,0.0,189.0
I Heart Huckabees,R,2004-10-22,Comedy,David O. Russell,David O. Russell,Jason Schwartzman,6.6,20000000.0,107.0
The Sea Inside,PG-13,2005-03-04,Biography,Alejandro Amenábar,Alejandro Amenábar,Javier Bardem,8.0,0.0,126.0
The Door in the Floor,R,2004-08-06,Comedy,Tod Williams,John Irving,Jeff Bridges,6.7,7500000.0,111.0
The Whole Ten Yards,PG-13,2004-04-09,Comedy,Howard Deutch,Mitchell Kapner,Bruce Willis,5.5,40000000.0,98.0
Envy,PG-13,2004-04-30,Comedy,Barry Levinson,Steve Adams,Ben Stiller,4.8,40000000.0,99.0
Alfie,R,2004-11-05,Comedy,Charles Shyer,Bill Naughton,Jude Law,6.2,60000000.0,103.0
Superbabies: Baby Geniuses 2,PG,2004-08-27,Comedy,Bob Clark,Robert Grasmere,Jon Voight,1.9,20000000.0,88.0
Nobody Knows,PG-13,2004-10-21,Drama,Hirokazu Koreeda,Hirokazu Koreeda,Yûya Yagira,8.1,0.0,141.0
Black Friday,Not Rated,2007-02-09,Action,Anurag Kashyap,Anurag Kashyap,Kay Kay Menon,8.5,0.0,143.0
Johnson Family Vacation,PG-13,2004-04-07,Comedy,Christopher Erskin,Todd R. Jones,Cedric the Entertainer,4.5,12000000.0,97.0
The Chorus,PG-13,2004-03-17,Comedy,Christophe Barratier,Georges Chaperot,Gérard Jugnot,7.9,0.0,97.0
The Woodsman,R,2005-01-28,Drama,Nicole Kassell,Steven Fechter,Kevin Bacon,7.2,0.0,87.0
Three... Extremes,R,2004-08-20,Horror,Fruit Chan,Park Chan-Wook,Bai Ling,7.0,0.0,125.0
Spartan,R,2004-03-12,Action,David Mamet,David Mamet,Val Kilmer,6.5,19250000.0,106.0
Home on the Range,PG,2004-04-02,Animation,Will Finn,Will Finn,Judi Dench,5.4,110000000.0,76.0
Christmas with the Kranks,PG,2004-11-24,Comedy,Joe Roth,John Grisham,Tim Allen,5.4,60000000.0,99.0
Win a Date with Tad Hamilton!,PG-13,2004-01-23,Comedy,Robert Luketic,Victor Levin,Kate Bosworth,5.6,22000000.0,95.0
Night Watch,R,2006-03-03,Action,Timur Bekmambetov,Timur Bekmambetov,Konstantin Khabenskiy,6.4,4200000.0,114.0
The Merchant of Venice,R,2005-02-18,Drama,Michael Radford,William Shakespeare,Al Pacino,7.0,30000000.0,131.0
Ladder 49,PG-13,2004-10-01,Action,Jay Russell,Lewis Colick,Joaquin Phoenix,6.5,55000000.0,115.0
The Libertine,R,2006-03-10,Biography,Laurence Dunmore,Stephen Jeffreys,Johnny Depp,6.3,0.0,114.0
Ma mère,NC-17,2004-05-19,Drama,Christophe Honoré,Georges Bataille,Isabelle Huppert,5.1,0.0,110.0
You Got Served,PG-13,2004-01-30,Drama,Chris Stokes,Chris Stokes,Omarion,3.9,8000000.0,95.0
A Good Woman,PG,2005-05-13,Drama,Mike Barker,Oscar Wilde,Helen Hunt,6.5,0.0,93.0
Beyond the Sea,PG-13,2004-12-29,Biography,Kevin Spacey,Kevin Spacey,Kevin Spacey,6.7,23000000.0,118.0
Ladies in Lavender,PG-13,2005-05-27,Drama,Charles Dance,William J. Locke,Judi Dench,7.0,0.0,104.0
Eulogy,R,2004-09-26,Comedy,Michael Clancy,Michael Clancy,Ray Romano,6.5,6500000.0,91.0
Before the Fall,0,2005-01-13,Drama,Dennis Gansel,Dennis Gansel,Max Riemelt,7.4,0.0,110.0
Saving Face,R,2005-06-24,Comedy,Alice Wu,Alice Wu,Joan Chen,7.4,0.0,91.0
The Big Bounce,PG-13,2004-01-30,Comedy,George Armitage,Elmore Leonard,Owen Wilson,4.9,50000000.0,88.0
Veer-Zaara,Not Rated,2004-11-12,Drama,Yash Chopra,Aditya Chopra,Shah Rukh Khan,7.8,7000000.0,192.0
Little Black Book,PG-13,2004-08-06,Comedy,Nick Hurran,Melissa Carter,Brittany Murphy,5.3,35000000.0,107.0
Laws of Attraction,PG-13,2004-04-30,Comedy,Peter Howitt,Aline Brosh McKenna,Pierce Brosnan,5.9,32000000.0,90.0
Undertow,R,2004-12-17,Drama,David Gordon Green,Lingard Jervey,Jamie Bell,6.6,0.0,108.0
Head in the Clouds,R,2004-10-30,Drama,John Duigan,John Duigan,Charlize Theron,6.6,0.0,132.0
Maria Full of Grace,R,2004-08-06,Crime,Joshua Marston,Joshua Marston,Catalina Sandino Moreno,7.4,3000000.0,101.0
Vera Drake,R,2005-02-04,Crime,Mike Leigh,Mike Leigh,Imelda Staunton,7.6,11000000.0,125.0
Millions,PG,2005-04-29,Comedy,Danny Boyle,Frank Cottrell Boyce,Alex Etel,6.9,0.0,98.0
It's All Gone Pete Tong,R,2005-05-27,Biography,Michael Dowse,Michael Dowse,Paul Kaye,7.3,2000000.0,90.0
Catch That Kid,PG,2004-02-06,Action,Bart Freundlich,Nikolaj Arcel,Kristen Stewart,5.2,12000000.0,91.0
Lakshya,Not Rated,2004-06-18,Action,Farhan Akhtar,Javed Akhtar,Hrithik Roshan,7.9,0.0,186.0
Main Hoon Na,Not Rated,2004-04-30,Action,Farah Khan,Farah Khan,Shah Rukh Khan,7.0,0.0,182.0
Tae Guk Gi: The Brotherhood of War,R,2004-09-24,Action,Je-kyu Kang,Richard Epcar,Jang Dong-Gun,8.0,12800000.0,140.0
Lila dit ça,R,2005-01-26,Crime,Ziad Doueiri,Chimo,Vahina Giocante,6.9,0.0,89.0
Five Times Two,R,2004-09-01,Drama,François Ozon,François Ozon,Valeria Bruni Tedeschi,6.6,0.0,90.0
She Hate Me,R,2004-07-30,Comedy,Spike Lee,Michael Genet,Anthony Mackie,5.3,8000000.0,138.0
Mind Game,TV-MA,2005-06-26,Animation,Masaaki Yuasa,Robin Nishi,Kôji Imada,7.8,0.0,103.0
As It Is in Heaven,Not Rated,2004-09-03,Comedy,Kay Pollak,Anders Nyberg,Michael Nyqvist,7.5,0.0,133.0
Palindromes,Not Rated,2005-01-21,Comedy,Todd Solondz,Todd Solondz,Jennifer Jason Leigh,6.7,0.0,100.0
Dhoom,Not Rated,2004-08-27,Action,Sanjay Gadhvi,Vijay Krishna Acharya,Abhishek Bachchan,6.7,0.0,129.0
Welcome to Mooseport,PG-13,2004-02-20,Comedy,Donald Petrie,Doug Richardson,Gene Hackman,5.2,30000000.0,110.0
Ghost in the Shell 2: Innocence,PG-13,2004-09-24,Animation,Mamoru Oshii,Shirow Masamune,Akio Ôtsuka,7.5,0.0,100.0
Clifford's Really Big Movie,G,2004-04-23,Animation,Robert C. Ramirez,Rhett Reese,John Ritter,5.4,70000.0,74.0
Summer Storm,R,2004-09-02,Comedy,Marco Kreuzpaintner,Thomas Bahmann,Robert Stadlober,7.2,0.0,98.0
Melinda and Melinda,PG-13,2005-04-08,Comedy,Woody Allen,Woody Allen,Will Ferrell,6.4,0.0,99.0
Harry Potter and the Goblet of Fire,PG-13,2005-11-18,Adventure,Mike Newell,Steve Kloves,Daniel Radcliffe,7.7,150000000.0,157.0
The 40-Year-Old Virgin,R,2005-08-19,Comedy,Judd Apatow,Judd Apatow,Steve Carell,7.1,26000000.0,116.0
Memoirs of a Geisha,PG-13,2005-12-23,Drama,Rob Marshall,Robin Swicord,Ziyi Zhang,7.3,85000000.0,145.0
Pride & Prejudice,PG,2005-11-23,Drama,Joe Wright,Deborah Moggach,Keira Knightley,7.8,28000000.0,129.0
Batman Begins,PG-13,2005-06-15,Action,Christopher Nolan,Bob Kane,Christian Bale,8.2,150000000.0,140.0
The Descent,R,2006-08-04,Adventure,Neil Marshall,Neil Marshall,Shauna Macdonald,7.2,0.0,99.0
Brokeback Mountain,R,2006-01-13,Drama,Ang Lee,Annie Proulx,Jake Gyllenhaal,7.7,14000000.0,134.0
Sin City,R,2005-04-01,Crime,Frank Miller,Frank Miller,Mickey Rourke,8.0,40000000.0,124.0
Charlie and the Chocolate Factory,PG,2005-07-15,Adventure,Tim Burton,Roald Dahl,Johnny Depp,6.6,150000000.0,115.0
V for Vendetta,R,2006-03-17,Action,James McTeigue,Lilly Wachowski,Hugo Weaving,8.1,54000000.0,132.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,2005-12-09,Adventure,Andrew Adamson,Ann Peacock,Tilda Swinton,6.9,180000000.0,143.0
Wedding Crashers,R,2005-07-15,Comedy,David Dobkin,Steve Faber,Owen Wilson,6.9,40000000.0,119.0
War of the Worlds,PG-13,2005-06-29,Adventure,Steven Spielberg,Josh Friedman,Tom Cruise,6.5,132000000.0,116.0
Kingdom of Heaven,R,2005-05-06,Action,Ridley Scott,William Monahan,Orlando Bloom,7.2,130000000.0,144.0
Constantine,R,2005-02-18,Action,Francis Lawrence,Jamie Delano,Keanu Reeves,7.0,100000000.0,121.0
Star Wars: Episode III - Revenge of the Sith,PG-13,2005-05-19,Action,George Lucas,George Lucas,Hayden Christensen,7.5,113000000.0,140.0
King Kong,PG-13,2005-12-14,Action,Peter Jackson,Fran Walsh,Naomi Watts,7.2,207000000.0,187.0
The Hitchhiker's Guide to the Galaxy,PG,2005-04-29,Adventure,Garth Jennings,Douglas Adams,Martin Freeman,6.7,50000000.0,109.0
Fantastic Four,PG-13,2005-07-08,Action,Tim Story,Mark Frost,Ioan Gruffudd,5.7,100000000.0,106.0
Green Street Hooligans,R,2005-09-09,Crime,Lexi Alexander,Lexi Alexander,Elijah Wood,7.4,0.0,109.0
Serenity,PG-13,2005-09-30,Action,Joss Whedon,Joss Whedon,Nathan Fillion,7.8,39000000.0,119.0
Mr. & Mrs. Smith,PG-13,2005-06-10,Action,Doug Liman,Simon Kinberg,Brad Pitt,6.5,110000000.0,120.0
The Island,PG-13,2005-07-22,Action,Michael Bay,Caspian Tredwell-Owen,Scarlett Johansson,6.8,126000000.0,136.0
Waiting...,R,2005-10-07,Comedy,Rob McKittrick,Rob McKittrick,Ryan Reynolds,6.7,3000000.0,94.0
Match Point,R,2006-01-20,Drama,Woody Allen,Woody Allen,Scarlett Johansson,7.6,15000000.0,124.0
Hostel,R,2006-01-06,Horror,Eli Roth,Eli Roth,Jay Hernandez,5.9,4800000.0,94.0
Sky High,PG,2005-07-29,Adventure,Mike Mitchell,Paul Hernandez,Kurt Russell,6.2,35000000.0,100.0
Assault on Precinct 13,R,2005-01-19,Action,Jean-François Richet,John Carpenter,Ethan Hawke,6.3,30000000.0,109.0
Madagascar,PG,2005-05-27,Animation,Eric Darnell,Mark Burton,Chris Rock,6.9,75000000.0,86.0
Hard Candy,R,2006-04-28,Drama,David Slade,Brian Nelson,Patrick Wilson,7.1,950000.0,104.0
The Sisterhood of the Traveling Pants,PG,2005-06-01,Comedy,Ken Kwapis,Ann Brashares,Amber Tamblyn,6.5,25000000.0,119.0
The Longest Yard,PG-13,2005-05-27,Comedy,Peter Segal,Albert S. Ruddy,Adam Sandler,6.4,82000000.0,113.0
Red Eye,PG-13,2005-08-19,Thriller,Wes Craven,Carl Ellsworth,Rachel McAdams,6.5,26000000.0,85.0
House of Wax,R,2005-05-06,Horror,Jaume Collet-Serra,Charles Belden,Chad Michael Murray,5.4,40000000.0,113.0
Four Brothers,R,2005-07-01,Action,John Singleton,David Elliot,Mark Wahlberg,6.8,45000000.0,109.0
The Dukes of Hazzard,PG-13,2005-08-05,Comedy,Jay Chandrasekhar,Gy Waldron,Seann William Scott,5.1,50000000.0,104.0
The Interpreter,PG-13,2005-04-22,Crime,Sydney Pollack,Martin Stellman,Nicole Kidman,6.4,80000000.0,128.0
Walk the Line,PG-13,2005-11-18,Biography,James Mangold,Johnny Cash,Joaquin Phoenix,7.8,28000000.0,136.0
Lords of Dogtown,PG-13,2005-06-03,Biography,Catherine Hardwicke,Stacy Peralta,Heath Ledger,7.1,25000000.0,107.0
Munich,R,2006-01-06,Action,Steven Spielberg,Tony Kushner,Eric Bana,7.5,70000000.0,164.0
Kiss Kiss Bang Bang,R,2005-11-18,Comedy,Shane Black,Brett Halliday,Robert Downey Jr.,7.5,15000000.0,103.0
The Constant Gardener,R,2005-08-31,Drama,Fernando Meirelles,Jeffrey Caine,Ralph Fiennes,7.4,25000000.0,129.0
The Pacifier,PG,2005-03-04,Action,Adam Shankman,Thomas Lennon,Vin Diesel,5.6,56000000.0,95.0
A History of Violence,R,2005-09-30,Drama,David Cronenberg,John Wagner,Viggo Mortensen,7.4,32000000.0,96.0
The Devil's Rejects,R,2005-07-22,Horror,Rob Zombie,Rob Zombie,Sid Haig,6.8,7000000.0,107.0
Hitch,PG-13,2005-02-11,Comedy,Andy Tennant,Kevin Bisch,Will Smith,6.6,70000000.0,118.0
Mirrormask,PG,2006-03-03,Adventure,Dave McKean,Neil Gaiman,Stephanie Leonidas,6.8,4000000.0,101.0
Rent,PG-13,2005-11-23,Drama,Chris Columbus,Stephen Chbosky,Taye Diggs,6.9,40000000.0,135.0
Robots,PG,2005-03-11,Animation,Chris Wedge,Ron Mita,Ewan McGregor,6.3,75000000.0,91.0
Jarhead,R,2005-11-04,Action,Sam Mendes,William Broyles Jr.,Jake Gyllenhaal,7.0,72000000.0,125.0
Into the Blue,PG-13,2005-09-30,Action,John Stockwell,Matt Johnson,Paul Walker,5.9,50000000.0,110.0
Saw II,R,2005-10-28,Horror,Darren Lynn Bousman,Leigh Whannell,Donnie Wahlberg,6.6,4000000.0,93.0
Revolver,R,2005-09-22,Action,Guy Ritchie,Luc Besson,Jason Statham,6.4,0.0,111.0
Flightplan,PG-13,2005-09-23,Drama,Robert Schwentke,Peter A. Dowling,Jodie Foster,6.3,55000000.0,98.0
Coach Carter,PG-13,2005-01-14,Biography,Thomas Carter,Mark Schwahn,Samuel L. Jackson,7.3,30000000.0,136.0
Dark Water,PG-13,2005-07-08,Drama,Walter Salles,Kôji Suzuki,Jennifer Connelly,5.6,30000000.0,105.0
Lord of War,R,2005-09-16,Action,Andrew Niccol,Andrew Niccol,Nicolas Cage,7.6,50000000.0,122.0
Zathura: A Space Adventure,PG,2005-11-11,Action,Jon Favreau,Chris Van Allsburg,Josh Hutcherson,6.2,65000000.0,101.0
The Quiet,R,2006-08-25,Crime,Jamie Babbit,Abdi Nazemian,Camilla Belle,6.2,900000.0,96.0
The Amityville Horror,R,2005-04-15,Horror,Andrew Douglas,Scott Kosar,Ryan Reynolds,6.0,19000000.0,90.0
Be Cool,PG-13,2005-03-04,Comedy,F. Gary Gray,Elmore Leonard,John Travolta,5.6,53000000.0,118.0
Just Friends,PG-13,2005-11-23,Comedy,Roger Kumble,Adam 'Tex' Davis,Ryan Reynolds,6.2,0.0,96.0
"Yours, Mine & Ours",PG,2005-11-23,Comedy,Raja Gosnell,Ron Burch,Dennis Quaid,5.5,45000000.0,88.0
Cinderella Man,PG-13,2005-06-03,Biography,Ron Howard,Cliff Hollingsworth,Russell Crowe,8.0,88000000.0,144.0
Nanny McPhee,PG,2006-01-27,Comedy,Kirk Jones,Emma Thompson,Emma Thompson,6.6,25000000.0,97.0
The Brothers Grimm,PG-13,2005-08-26,Action,Terry Gilliam,Ehren Kruger,Matt Damon,5.9,88000000.0,118.0
Sahara,PG-13,2005-04-08,Action,Breck Eisner,Clive Cussler,Matthew McConaughey,6.0,130000000.0,124.0
Corpse Bride,PG,2005-09-23,Animation,Tim Burton,Tim Burton,Johnny Depp,7.3,40000000.0,77.0
Transporter 2,R,2005-09-02,Action,Louis Leterrier,Luc Besson,Jason Statham,6.3,32000000.0,87.0
Two for the Money,R,2005-10-07,Crime,D.J. Caruso,Dan Gilroy,Matthew McConaughey,6.3,35000000.0,122.0
The New World,PG-13,2006-01-20,Biography,Terrence Malick,Terrence Malick,Colin Farrell,6.7,30000000.0,135.0
Brick,R,2006-04-14,Action,Rian Johnson,Rian Johnson,Joseph Gordon-Levitt,7.3,475000.0,110.0
Wolf Creek,R,2005-12-25,Horror,Greg McLean,Greg McLean,Nathan Phillips,6.2,1000000.0,99.0
Breakfast on Pluto,R,2006-01-06,Comedy,Neil Jordan,Neil Jordan,Cillian Murphy,7.2,0.0,128.0
The Exorcism of Emily Rose,PG-13,2005-09-09,Drama,Scott Derrickson,Paul Harris Boardman,Laura Linney,6.7,19000000.0,119.0
Elektra,PG-13,2005-01-14,Action,Rob Bowman,Mark Steven Johnson,Jennifer Garner,4.7,43000000.0,97.0
Doom,R,2005-10-21,Action,Andrzej Bartkowiak,Dave Callaham,Karl Urban,5.2,60000000.0,105.0
The Legend of Zorro,PG,2005-10-28,Action,Martin Campbell,Roberto Orci,Antonio Banderas,6.0,75000000.0,129.0
Cheaper by the Dozen 2,PG,2005-12-21,Adventure,Adam Shankman,Sam Harper,Steve Martin,5.5,60000000.0,94.0
Æon Flux,PG-13,2005-12-02,Action,Karyn Kusama,Phil Hay,Charlize Theron,5.5,62000000.0,93.0
Son of the Mask,PG,2005-02-18,Comedy,Lawrence Guterman,Lance Khazei,Jamie Kennedy,2.2,84000000.0,94.0
Rumor Has It...,PG-13,2005-12-25,Comedy,Rob Reiner,Ted Griffin,Jennifer Aniston,5.5,70000000.0,97.0
The Producers,PG-13,2005-12-25,Comedy,Susan Stroman,Mel Brooks,Nathan Lane,6.3,45000000.0,134.0
The Ringer,PG-13,2005-12-23,Comedy,Barry W. Blaustein,Ricky Blitt,Johnny Knoxville,5.8,0.0,94.0
Kicking & Screaming,PG,2005-05-13,Comedy,Jesse Dylan,Leo Benvenuti,Will Ferrell,5.6,45000000.0,95.0
The Cave,PG-13,2005-08-26,Action,Bruce Hunt,Michael Steinberg,Piper Perabo,5.1,30000000.0,97.0
Lady Vengeance,R,2005-07-29,Crime,Park Chan-Wook,Park Chan-Wook,Nam-mi Kang,7.6,0.0,115.0
Broken Flowers,R,2005-08-26,Comedy,Jim Jarmusch,Jim Jarmusch,Bill Murray,7.2,10000000.0,106.0
Fun with Dick and Jane,PG-13,2005-12-21,Comedy,Dean Parisot,Judd Apatow,Jim Carrey,6.2,100000000.0,90.0
Imagine Me & You,R,2006-05-25,Comedy,Ol Parker,Ol Parker,Piper Perabo,6.8,7900000.0,90.0
The Family Stone,PG-13,2005-12-16,Comedy,Thomas Bezucha,Thomas Bezucha,Dermot Mulroney,6.3,18000000.0,103.0
Just Like Heaven,PG-13,2005-09-16,Comedy,Mark Waters,Peter Tolan,Reese Witherspoon,6.7,58000000.0,95.0
Capote,R,2006-02-03,Biography,Bennett Miller,Dan Futterman,Philip Seymour Hoffman,7.3,7000000.0,114.0
The Skeleton Key,PG-13,2005-08-12,Drama,Iain Softley,Ehren Kruger,Kate Hudson,6.5,43000000.0,104.0
The Squid and the Whale,R,2005-12-16,Comedy,Noah Baumbach,Noah Baumbach,Owen Kline,7.3,1500000.0,81.0
Land of the Dead,R,2005-06-24,Horror,George A. Romero,George A. Romero,John Leguizamo,6.2,15000000.0,93.0
Man of the House,PG-13,2005-02-25,Comedy,Stephen Herek,John J. McLaughlin,Tommy Lee Jones,5.4,40000000.0,100.0
Elizabethtown,PG-13,2005-10-14,Comedy,Cameron Crowe,Cameron Crowe,Orlando Bloom,6.4,45000000.0,123.0
Chicken Little,G,2005-11-04,Animation,Mark Dindal,Mark Dindal,Zach Braff,5.7,150000000.0,81.0
Monster-in-Law,PG-13,2005-05-13,Comedy,Robert Luketic,Anya Kochoff,Jennifer Lopez,5.6,43000000.0,101.0
Domino,R,2005-10-14,Action,Tony Scott,Richard Kelly,Keira Knightley,5.9,50000000.0,127.0
The Ring Two,PG-13,2005-03-18,Horror,Hideo Nakata,Ehren Kruger,Naomi Watts,5.4,50000000.0,110.0
London,R,2006-02-10,Drama,Hunter Richards,Hunter Richards,Jessica Biel,6.5,0.0,92.0
Deuce Bigalow: European Gigolo,R,2005-08-12,Comedy,Mike Bigelow,Harris Goldberg,Rob Schneider,4.7,22000000.0,83.0
Harsh Times,R,2006-11-10,Action,David Ayer,David Ayer,Christian Bale,6.9,2000000.0,116.0
Diary of a Mad Black Woman,PG-13,2005-02-25,Comedy,Darren Grant,Tyler Perry,Kimberly Elise,5.8,5500000.0,116.0
Herbie Fully Loaded,G,2005-06-22,Adventure,Angela Robinson,Thomas Lennon,Lindsay Lohan,4.8,50000000.0,101.0
Wallace & Gromit: The Curse of the Were-Rabbit,G,2005-10-07,Animation,Steve Box,Steve Box,Peter Sallis,7.4,30000000.0,85.0
Casanova,R,2006-01-06,Adventure,Lasse Hallström,Jeffrey Hatcher,Heath Ledger,6.5,0.0,112.0
The Jacket,R,2005-03-04,Drama,John Maybury,Tom Bleecker,Adrien Brody,7.1,29000000.0,103.0
The Wedding Date,PG-13,2005-02-04,Comedy,Clare Kilner,Elizabeth Young,Dermot Mulroney,6.2,15000000.0,90.0
Thank You for Smoking,R,2006-04-14,Comedy,Jason Reitman,Jason Reitman,Aaron Eckhart,7.6,6500000.0,92.0
Hide and Seek,R,2005-01-28,Drama,John Polson,Ari Schlossberg,Robert De Niro,6.0,30000000.0,101.0
Cursed,PG-13,2005-02-25,Comedy,Wes Craven,Kevin Williamson,Christina Ricci,5.0,38000000.0,97.0
Miss Congeniality 2: Armed & Fabulous,PG-13,2005-03-24,Action,John Pasquin,Marc Lawrence,Sandra Bullock,5.1,45000000.0,115.0
Bad News Bears,PG-13,2005-07-22,Comedy,Richard Linklater,Bill Lancaster,Billy Bob Thornton,5.8,35000000.0,113.0
Fever Pitch,PG-13,2005-04-08,Comedy,Bobby Farrelly,Lowell Ganz,Drew Barrymore,6.2,30000000.0,104.0
Kinky Boots,PG-13,2006-05-26,Comedy,Julian Jarrold,Geoff Deane,Chiwetel Ejiofor,7.1,0.0,107.0
xXx: State of the Union,PG-13,2005-04-29,Action,Lee Tamahori,Rich Wilkes,Ice Cube,4.5,113000000.0,101.0
Syriana,R,2005-12-09,Drama,Stephen Gaghan,Stephen Gaghan,George Clooney,6.9,50000000.0,128.0
North Country,R,2005-10-21,Drama,Niki Caro,Michael Seitzman,Charlize Theron,7.3,35000000.0,126.0
Derailed,R,2005-11-11,Crime,Mikael Håfström,Stuart Beattie,Clive Owen,6.6,22000000.0,108.0
Romance & Cigarettes,R,2006-03-03,Comedy,John Turturro,John Turturro,James Gandolfini,6.2,0.0,105.0
The Perfect Man,PG,2005-06-17,Comedy,Mark Rosman,Michael McQuown,Hilary Duff,5.5,10000000.0,100.0
Unleashed,R,2005-05-13,Action,Louis Leterrier,Luc Besson,Jet Li,7.0,45000000.0,103.0
Hostage,R,2005-03-11,Action,Florent-Emilio Siri,Robert Crais,Bruce Willis,6.5,52000000.0,113.0
The Greatest Game Ever Played,PG,2005-09-30,Biography,Bill Paxton,Mark Frost,Shia LaBeouf,7.4,26000000.0,120.0
Caché (Hidden),R,2006-02-17,Drama,Michael Haneke,Michael Haneke,Daniel Auteuil,7.3,0.0,117.0
Get Rich or Die Tryin',R,2005-11-09,Biography,Jim Sheridan,Terence Winter,50 Cent,5.4,40000000.0,117.0
Bewitched,PG-13,2005-06-24,Comedy,Nora Ephron,Nora Ephron,Nicole Kidman,4.8,85000000.0,102.0
Hoodwinked,PG,2006-01-13,Animation,Cory Edwards,Todd Edwards,Anne Hathaway,6.4,30000000.0,80.0
Adam's Apples,R,2005-04-15,Comedy,Anders Thomas Jensen,Anders Thomas Jensen,Ulrich Thomsen,7.8,0.0,94.0
BloodRayne,R,2006-01-06,Action,Uwe Boll,Guinevere Turner,Kristanna Loken,2.9,25000000.0,95.0
The Three Burials of Melquiades Estrada,R,2006-02-24,Adventure,Tommy Lee Jones,Guillermo Arriaga,Tommy Lee Jones,7.4,15000000.0,121.0
Feast,R,2007-01-18,Action,John Gulager,Patrick Melton,Navi Rawat,6.3,3200000.0,95.0
Goal! The Dream Begins,PG,2006-05-12,Adventure,Danny Cannon,Mike Jefferies,Kuno Becker,6.7,10000000.0,118.0
The Notorious Bettie Page,R,2006-05-05,Biography,Mary Harron,Mary Harron,Gretchen Mol,6.5,0.0,91.0
Man-Thing,R,2005-04-21,Action,Brett Leonard,Steve Gerber,Jack Thompson,4.0,30000000.0,97.0
"Good Night, and Good Luck.",PG,2005-11-04,Biography,George Clooney,George Clooney,David Strathairn,7.4,7000000.0,93.0
Ice Princess,G,2005-03-18,Comedy,Tim Fywell,Meg Cabot,Michelle Trachtenberg,6.0,0.0,98.0
A Lot Like Love,PG-13,2005-04-22,Comedy,Nigel Cole,Colin Patrick Lynch,Ashton Kutcher,6.6,30000000.0,107.0
Cry Wolf,PG-13,2005-09-16,Drama,Jeff Wadlow,Jeff Wadlow,Julian Morris,5.8,1000000.0,90.0
The Proposition,R,2006-06-09,Crime,John Hillcoat,Nick Cave,Ray Winstone,7.3,20000000.0,104.0
The World's Fastest Indian,PG-13,2006-03-24,Biography,Roger Donaldson,Roger Donaldson,Anthony Hopkins,7.8,25000000.0,127.0
Stealth,PG-13,2005-07-29,Action,Rob Cohen,W.D. Richter,Josh Lucas,5.1,135000000.0,121.0
Hustle & Flow,R,2005-07-22,Crime,Craig Brewer,Craig Brewer,Terrence Howard,7.3,2800000.0,116.0
The Matador,R,2006-01-27,Comedy,Richard Shepard,Richard Shepard,Pierce Brosnan,6.7,12500000.0,96.0
In Her Shoes,PG-13,2005-10-07,Comedy,Curtis Hanson,Jennifer Weiner,Toni Collette,6.4,0.0,130.0
The Fog,PG-13,2005-10-14,Horror,Rupert Wainwright,Cooper Layne,Tom Welling,3.7,18000000.0,100.0
Because of Winn-Dixie,PG,2005-02-18,Comedy,Wayne Wang,Kate DiCamillo,AnnaSophia Robb,6.3,14000000.0,106.0
Where the Truth Lies,Unrated,2005-10-07,Crime,Atom Egoyan,Atom Egoyan,Kevin Bacon,6.5,25000000.0,107.0
Must Love Dogs,PG-13,2005-07-29,Comedy,Gary David Goldberg,Claire Cook,Diane Lane,5.9,30000000.0,98.0
Guess Who,PG-13,2005-03-25,Comedy,Kevin Rodney Sullivan,William Rose,Ashton Kutcher,5.9,35000000.0,105.0
The Ballad of Jack and Rose,R,2005-04-08,Drama,Rebecca Miller,Rebecca Miller,Daniel Day-Lewis,6.6,1500000.0,112.0
Stay,R,2005-10-21,Drama,Marc Forster,David Benioff,Ewan McGregor,6.8,50000000.0,99.0
The Great Raid,R,2005-08-12,Action,John Dahl,William B. Breuer,Benjamin Bratt,6.7,80000000.0,132.0
Venom,R,2005-09-16,Horror,Jim Gillespie,Flint Dille,Agnes Bruckner,4.6,0.0,87.0
Tideland,R,2006-08-11,Drama,Terry Gilliam,Tony Grisoni,Jeff Bridges,6.5,19300000.0,120.0
Roll Bounce,PG-13,2005-09-23,Comedy,Malcolm D. Lee,Norman Vance Jr.,Shad Moss,6.2,0.0,112.0
Alone in the Dark,R,2005-01-28,Action,Uwe Boll,Elan Mastai,Christian Slater,2.4,20000000.0,96.0
An American Haunting,PG-13,2006-05-05,Drama,Courtney Solomon,Brent Monahan,Donald Sutherland,5.1,14000000.0,83.0
Supercross,PG-13,2005-08-17,Action,Steve Boyum,Ken Solarz,Steve Howey,4.3,16000000.0,80.0
