name,rating,genre,score,director,writer,star,budget,Run,released
The Da Vinci Code,PG-13,Mystery,6.6,Ron Howard,Akiva Goldsman,Tom Hanks,125000000.0,149.0,2006-05-19
The Pursuit of Happyness,PG-13,Biography,8.0,Gabriele Muccino,Steve Conrad,Will Smith,55000000.0,117.0,2006-12-15
Little Miss Sunshine,R,Comedy,7.8,Jonathan Dayton,Michael Arndt,Steve Carell,8000000.0,101.0,2006-08-18
The Last King of Scotland,R,Biography,7.7,Kevin Macdonald,Peter Morgan,James McAvoy,6000000.0,123.0,2007-01-19
Blood Diamond,R,Adventure,8.0,Edward Zwick,Charles Leavitt,Leonardo DiCaprio,100000000.0,143.0,2006-12-08
The Lives of Others,R,Drama,8.4,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,Ulrich Mühe,2000000.0,137.0,2007-03-30
Night at the Museum,PG,Adventure,6.4,Shawn Levy,Robert Ben Garant,Ben Stiller,110000000.0,108.0,2006-12-22
Mission: Impossible III,PG-13,Action,6.9,J.J. Abrams,Alex Kurtzman,Tom Cruise,150000000.0,126.0,2006-05-05
Marie Antoinette,PG-13,Biography,6.5,Sofia Coppola,Sofia Coppola,Kirsten Dunst,40000000.0,123.0,2006-10-20
Inside Man,R,Crime,7.6,Spike Lee,Russell Gewirtz,Denzel Washington,45000000.0,129.0,2006-03-24
Running Scared,R,Action,7.3,Wayne Kramer,Wayne Kramer,Paul Walker,15000000.0,122.0,2006-02-24
Accepted,PG-13,Comedy,6.4,Steve Pink,Adam Cooper,Justin Long,23000000.0,93.0,2006-08-18
Superman Returns,PG-13,Action,6.0,Bryan Singer,Michael Dougherty,Brandon Routh,270000000.0,154.0,2006-06-28
Slither,R,Comedy,6.5,James Gunn,James Gunn,Nathan Fillion,15000000.0,95.0,2006-03-31
Nacho Libre,PG,Comedy,5.8,Jared Hess,Jared Hess,Jack Black,35000000.0,92.0,2006-06-16
The Covenant,PG-13,Action,5.3,Renny Harlin,J.S. Cardone,Steven Strait,20000000.0,97.0,2006-09-08
The Hills Have Eyes,R,Horror,6.4,Alexandre Aja,Wes Craven,Ted Levine,15000000.0,107.0,2006-03-10
The Fountain,PG-13,Drama,7.2,Darren Aronofsky,Darren Aronofsky,Hugh Jackman,35000000.0,97.0,2006-11-22
X-Men: the Last Stand,PG-13,Action,6.7,Brett Ratner,Simon Kinberg,Patrick Stewart,210000000.0,104.0,2006-05-26
Underworld: Evolution,R,Action,6.7,Len Wiseman,Danny McBride,Kate Beckinsale,50000000.0,106.0,2006-01-20
Click,PG-13,Comedy,6.4,Frank Coraci,Steve Koren,Adam Sandler,82500000.0,107.0,2006-06-23
The Holiday,PG-13,Comedy,6.9,Nancy Meyers,Nancy Meyers,Kate Winslet,85000000.0,136.0,2006-12-08
Silent Hill,R,Horror,6.5,Christophe Gans,Roger Avary,Radha Mitchell,50000000.0,125.0,2006-04-21
Basic Instinct 2,R,Drama,4.3,Michael Caton-Jones,Joe Eszterhas,Sharon Stone,70000000.0,114.0,2006-03-31
The Black Dahlia,R,Crime,5.6,Brian De Palma,Josh Friedman,Josh Hartnett,50000000.0,121.0,2006-09-15
Perfume: The Story of a Murderer,R,Crime,7.5,Tom Tykwer,Andrew Birkin,Ben Whishaw,60000000.0,147.0,2007-01-05
Lucky Number Slevin,R,Crime,7.7,Paul McGuigan,Jason Smilovic,Josh Hartnett,27000000.0,110.0,2006-04-07
Smokin' Aces,R,Action,6.7,Joe Carnahan,Joe Carnahan,Jeremy Piven,17000000.0,108.0,2007-01-26
This Is England,Not Rated,Crime,7.7,Shane Meadows,Shane Meadows,Thomas Turgoose,0.0,101.0,2007-04-27
Cashback,R,Comedy,7.1,Sean Ellis,Sean Ellis,Sean Biggerstaff,0.0,102.0,2008-05-09
Deja Vu,PG-13,Action,7.0,Tony Scott,Bill Marsilii,Denzel Washington,75000000.0,126.0,2006-11-22
Grandma's Boy,R,Comedy,7.0,Nicholaus Goossen,Barry Wernick,Allen Covert,0.0,94.0,2006-01-06
RV,PG,Adventure,5.5,Barry Sonnenfeld,Geoff Rodkey,Robin Williams,50000000.0,99.0,2006-04-28
Tenacious D in the Pick of Destiny,R,Adventure,6.8,Liam Lynch,Jack Black,Jack Black,20000000.0,93.0,2006-11-22
Black Book,R,Drama,7.7,Paul Verhoeven,Gerard Soeteman,Carice van Houten,21000000.0,145.0,2007-05-18
Stick It,PG-13,Comedy,6.4,Jessica Bendinger,Jessica Bendinger,Missy Peregrym,0.0,103.0,2006-04-28
Step Up,PG-13,Crime,6.5,Anne Fletcher,Duane Adler,Channing Tatum,12000000.0,104.0,2006-08-11
The Host,R,Action,7.1,Bong Joon Ho,Bong Joon Ho,Kang-ho Song,0.0,120.0,2007-03-30
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,Comedy,7.3,Larry Charles,Sacha Baron Cohen,Sacha Baron Cohen,18000000.0,84.0,2006-11-03
Snakes on a Plane,R,Action,5.4,David R. Ellis,John Heffernan,Samuel L. Jackson,33000000.0,105.0,2006-08-18
Lady in the Water,PG-13,Drama,5.5,M. Night Shyamalan,M. Night Shyamalan,Paul Giamatti,70000000.0,110.0,2006-07-21
Crank,R,Action,6.9,Mark Neveldine,Mark Neveldine,Jason Statham,12000000.0,88.0,2006-09-01
The Illusionist,PG-13,Drama,7.6,Neil Burger,Neil Burger,Edward Norton,16500000.0,110.0,2006-09-01
Over the Hedge,PG,Animation,6.7,Tim Johnson,Len Blum,Bruce Willis,80000000.0,83.0,2006-05-19
Final Destination 3,R,Horror,5.8,James Wong,Glen Morgan,Mary Elizabeth Winstead,25000000.0,93.0,2006-02-10
Stranger Than Fiction,PG-13,Comedy,7.5,Marc Forster,Zach Helm,Will Ferrell,30000000.0,113.0,2006-11-10
Alpha Dog,R,Biography,6.9,Nick Cassavetes,Nick Cassavetes,Emile Hirsch,0.0,122.0,2007-01-12
Aquamarine,PG,Comedy,5.4,Elizabeth Allen Rosenbaum,John Quaintance,Emma Roberts,12000000.0,110.0,2006-03-03
Scary Movie 4,PG-13,Comedy,5.1,David Zucker,Craig Mazin,Anna Faris,45000000.0,83.0,2006-04-14
The Fall,R,Adventure,7.9,Tarsem Singh,Dan Gilroy,Lee Pace,30000000.0,117.0,2008-05-30
John Tucker Must Die,PG-13,Comedy,5.8,Betty Thomas,Jeff Lowell,Jesse Metcalfe,18000000.0,89.0,2006-07-28
The Good Shepherd,R,Drama,6.7,Robert De Niro,Eric Roth,Matt Damon,110000000.0,167.0,2006-12-22
Rocky Balboa,PG,Action,7.1,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,24000000.0,102.0,2006-12-20
Eragon,PG,Action,5.1,Stefen Fangmeier,Peter Buchman,Ed Speleers,100000000.0,104.0,2006-12-15
Dreamgirls,PG-13,Drama,6.5,Bill Condon,Tom Eyen,Beyoncé,70000000.0,130.0,2006-12-25
The Queen,PG-13,Biography,7.3,Stephen Frears,Peter Morgan,Helen Mirren,0.0,103.0,2006-11-17
Babel,R,Drama,7.4,Alejandro G. Iñárritu,Guillermo Arriaga,Brad Pitt,25000000.0,143.0,2006-11-10
A Good Year,PG-13,Comedy,7.0,Ridley Scott,Marc Klein,Russell Crowe,35000000.0,117.0,2006-11-10
Miami Vice,R,Action,6.0,Michael Mann,Michael Mann,Colin Farrell,135000000.0,132.0,2006-07-28
Saw III,R,Crime,6.2,Darren Lynn Bousman,Leigh Whannell,Tobin Bell,10000000.0,108.0,2006-10-27
Happy Feet,PG,Animation,6.4,George Miller,George Miller,Elijah Wood,100000000.0,108.0,2006-11-17
The Texas Chainsaw Massacre: the Beginning,R,Horror,5.8,Jonathan Liebesman,Sheldon Turner,Jordana Brewster,16000000.0,91.0,2006-10-06
Black Snake Moan,R,Drama,6.9,Craig Brewer,Craig Brewer,Christina Ricci,15000000.0,116.0,2007-03-02
Paprika,R,Animation,7.7,Satoshi Kon,Yasutaka Tsutsui,Megumi Hayashibara,0.0,90.0,2007-06-22
Monster House,PG,Animation,6.6,Gil Kenan,Dan Harmon,Mitchel Musso,75000000.0,91.0,2006-07-21
Scoop,PG-13,Comedy,6.6,Woody Allen,Woody Allen,Scarlett Johansson,17300000.0,96.0,2006-07-28
World Trade Center,PG-13,Drama,5.9,Oliver Stone,Andrea Berloff,Nicolas Cage,65000000.0,129.0,2006-08-09
Employee of the Month,PG-13,Comedy,5.5,Greg Coolidge,Don Calame,Jessica Simpson,12000000.0,103.0,2006-10-06
Little Man,PG-13,Comedy,4.5,Keenen Ivory Wayans,Keenen Ivory Wayans,Shawn Wayans,64000000.0,98.0,2006-07-14
The Benchwarmers,PG-13,Comedy,5.5,Dennis Dugan,Allen Covert,David Spade,33000000.0,85.0,2006-04-07
Poseidon,PG-13,Action,5.7,Wolfgang Petersen,Mark Protosevich,Richard Dreyfuss,160000000.0,98.0,2006-05-12
Flushed Away,PG,Animation,6.6,David Bowers,Dick Clement,Hugh Jackman,149000000.0,85.0,2006-11-03
The Guardian,PG-13,Action,6.9,Andrew Davis,Ron L. Brinkerhoff,Kevin Costner,70000000.0,139.0,2006-09-29
Rescue Dawn,PG-13,Action,7.3,Werner Herzog,Werner Herzog,Christian Bale,10000000.0,120.0,2007-07-27
When a Stranger Calls,PG-13,Horror,5.1,Simon West,Jake Wade Wall,Camilla Belle,15000000.0,87.0,2006-02-03
A Scanner Darkly,R,Animation,7.1,Richard Linklater,Philip K. Dick,Keanu Reeves,8700000.0,100.0,2006-07-28
DOA: Dead or Alive,PG-13,Action,4.8,Corey Yuen,J.F. Lawton,Jaime Pressly,21000000.0,87.0,2007-06-15
Shortbus,Not Rated,Comedy,6.4,John Cameron Mitchell,John Cameron Mitchell,Sook-Yin Lee,2000000.0,101.0,2006-10-20
Catch and Release,PG-13,Comedy,6.0,Susannah Grant,Susannah Grant,Jennifer Garner,25000000.0,124.0,2007-01-26
The Break-Up,PG-13,Comedy,5.8,Peyton Reed,Jeremy Garelick,Jennifer Aniston,52000000.0,106.0,2006-06-02
Tell No One,Not Rated,Crime,7.5,Guillaume Canet,Guillaume Canet,François Cluzet,0.0,131.0,2006-11-01
United 93,R,Action,7.6,Paul Greengrass,Paul Greengrass,David Alan Basche,15000000.0,111.0,2006-04-28
The Pink Panther,PG,Adventure,5.7,Shawn Levy,Len Blum,Steve Martin,80000000.0,93.0,2006-02-10
Letters from Iwo Jima,R,Action,7.9,Clint Eastwood,Iris Yamashita,Ken Watanabe,19000000.0,141.0,2007-02-02
Southland Tales,R,Comedy,5.4,Richard Kelly,Richard Kelly,Dwayne Johnson,17000000.0,145.0,2007-12-07
Inland Empire,R,Drama,6.9,David Lynch,David Lynch,Karolina Gruszka,0.0,180.0,2007-02-07
Flags of Our Fathers,R,Action,7.1,Clint Eastwood,William Broyles Jr.,Ryan Phillippe,90000000.0,135.0,2006-10-20
Failure to Launch,PG-13,Comedy,5.6,Tom Dey,Tom J. Astle,Matthew McConaughey,50000000.0,97.0,2006-03-10
Clerks II,R,Comedy,7.3,Kevin Smith,Kevin Smith,Brian O'Halloran,5000000.0,97.0,2006-07-21
16 Blocks,PG-13,Action,6.6,Richard Donner,Richard Wenk,Bruce Willis,52000000.0,102.0,2006-03-03
My Super Ex-Girlfriend,PG-13,Comedy,5.1,Ivan Reitman,Don Payne,Uma Thurman,30000000.0,96.0,2006-07-21
Tristan + Isolde,PG-13,Action,6.8,Kevin Reynolds,Dean Georgaris,James Franco,0.0,125.0,2006-01-13
The Lake House,PG,Drama,6.8,Alejandro Agresti,David Auburn,Keanu Reeves,40000000.0,99.0,2006-06-16
The Wicker Man,PG-13,Horror,3.7,Neil LaBute,Neil LaBute,Nicolas Cage,40000000.0,102.0,2006-09-01
Open Season,PG,Animation,6.1,Roger Allers,Steve Bencich,Ashton Kutcher,85000000.0,86.0,2006-09-29
Charlotte's Web,G,Adventure,6.3,Gary Winick,Susannah Grant,Dakota Fanning,85000000.0,97.0,2006-12-15
Candy,R,Drama,7.2,Neil Armfield,Luke Davies,Heath Ledger,0.0,108.0,2006-05-25
The Omen,R,Action,5.5,John Moore,David Seltzer,Liev Schreiber,25000000.0,110.0,2006-06-06
The Wind that Shakes the Barley,Not Rated,Drama,7.5,Ken Loach,Paul Laverty,Cillian Murphy,0.0,127.0,2007-03-23
Penelope,PG,Comedy,6.7,Mark Palansky,Leslie Caveny,Christina Ricci,15000000.0,104.0,2008-02-29
Ice Age: the Meltdown,PG,Animation,6.8,Carlos Saldanha,Peter Gaulke,Ray Romano,80000000.0,91.0,2006-03-31
Beerfest,R,Comedy,6.3,Jay Chandrasekhar,Jay Chandrasekhar,Jay Chandrasekhar,17500000.0,110.0,2006-08-25
Stay Alive,PG-13,Fantasy,5.1,William Brent Bell,William Brent Bell,Jon Foster,7000000.0,85.0,2006-03-24
Bug,R,Drama,6.1,William Friedkin,Tracy Letts,Ashley Judd,4000000.0,102.0,2007-05-25
Turistas,R,Horror,5.4,John Stockwell,Michael Arlen Ross,Josh Duhamel,10000000.0,93.0,2006-12-01
Notes on a Scandal,R,Crime,7.4,Richard Eyre,Patrick Marber,Cate Blanchett,15000000.0,92.0,2007-01-26
"Paris, je t'aime",R,Comedy,7.2,Directors,Tristan Carné,Juliette Binoche,13000000.0,120.0,2007-06-15
Volver,R,Comedy,7.6,Pedro Almodóvar,Pedro Almodóvar,Penélope Cruz,0.0,121.0,2007-01-26
Seraphim Falls,R,Action,6.7,David Von Ancken,David Von Ancken,Pierce Brosnan,18000000.0,115.0,2007-04-13
Invincible,PG,Biography,7.1,Ericson Core,Brad Gann,Mark Wahlberg,40000000.0,105.0,2006-08-25
Firewall,PG-13,Action,5.8,Richard Loncraine,Joe Forte,Harrison Ford,50000000.0,105.0,2006-02-10
The Exterminating Angels,Not Rated,Drama,5.4,Jean-Claude Brisseau,Jean-Claude Brisseau,Frédéric van den Driessche,0.0,100.0,2006-09-13
Hatchet,R,Comedy,5.7,Adam Green,Adam Green,Kane Hodder,1500000.0,93.0,2010-04-02
We Are Marshall,PG,Drama,7.1,McG,Jamie Linden,Matthew McConaughey,65000000.0,131.0,2006-12-22
Just My Luck,PG-13,Comedy,5.4,Donald Petrie,I. Marlene King,Lindsay Lohan,28000000.0,103.0,2006-05-12
Madea's Family Reunion,PG-13,Comedy,5.3,Tyler Perry,Tyler Perry,Tyler Perry,6000000.0,107.0,2006-02-24
The Marine,PG-13,Action,4.7,John Bonito,Michelle Gallagher,John Cena,20000000.0,92.0,2006-10-13
The Painted Veil,PG-13,Drama,7.5,John Curran,Ron Nyswaner,Naomi Watts,19400000.0,125.0,2007-01-19
Let's Go to Prison,R,Comedy,6.0,Bob Odenkirk,Robert Ben Garant,Dax Shepard,0.0,84.0,2006-11-17
Ultraviolet,PG-13,Action,4.4,Kurt Wimmer,Kurt Wimmer,Milla Jovovich,30000000.0,88.0,2006-03-03
Factory Girl,R,Biography,6.4,George Hickenlooper,Captain Mauzner,Sienna Miller,7000000.0,90.0,2007-02-16
Akeelah and the Bee,PG,Drama,7.4,Doug Atchison,Doug Atchison,Angela Bassett,8000000.0,112.0,2006-04-28
Sixty Six,PG-13,Biography,6.7,Paul Weiland,Peter Straughan,Charlie Clark,0.0,93.0,2006-11-03
The Ultimate Gift,PG,Drama,7.3,Michael O. Sajbel,Cheryl McKay,Drew Fuller,0.0,114.0,2007-03-09
Barnyard,PG,Animation,5.6,Steve Oedekerk,Steve Oedekerk,Kevin James,51000000.0,90.0,2006-08-04
Arthur and the Invisibles,PG,Animation,6.0,Luc Besson,Céline Garcia,Freddie Highmore,86000000.0,94.0,2007-01-12
Zoom,PG,Action,4.4,Peter Hewitt,Adam Rifkin,Tim Allen,35000000.0,83.0,2006-08-11
Eight Below,PG,Adventure,7.3,Frank Marshall,David DiGilio,Paul Walker,40000000.0,120.0,2006-02-17
Curse of the Golden Flower,R,Action,7.0,Yimou Zhang,Zhihong Bian,Chow Yun-Fat,45000000.0,114.0,2007-01-12
Reprise,R,Drama,7.3,Joachim Trier,Joachim Trier,Anders Danielsen Lie,0.0,105.0,2006-09-08
Date Movie,PG-13,Comedy,2.8,Aaron Seltzer,Jason Friedberg,Alyson Hannigan,20000000.0,83.0,2006-02-17
Flyboys,PG-13,Action,6.5,Tony Bill,Phil Sears,James Franco,60000000.0,140.0,2006-09-22
Find Me Guilty,R,Biography,7.0,Sidney Lumet,Sidney Lumet,Vin Diesel,13000000.0,125.0,2006-03-17
"You, Me and Dupree",PG-13,Comedy,5.6,Anthony Russo,Michael LeSieur,Kate Hudson,54000000.0,110.0,2006-07-14
Curious George,G,Animation,6.5,Matthew O'Callaghan,Ken Kaufman,Will Ferrell,50000000.0,87.0,2006-02-10
Tales from Earthsea,PG-13,Animation,6.4,Gorô Miyazaki,Ursula K. Le Guin,Timothy Dalton,0.0,115.0,2006-07-29
Flicka,PG,Adventure,6.1,Michael Mayer,Mark Rosenthal,Alison Lohman,15000000.0,95.0,2006-10-20
After the Wedding,R,Drama,7.7,Susanne Bier,Susanne Bier,Mads Mikkelsen,0.0,120.0,2007-05-11
Glory Road,PG,Biography,7.2,James Gartner,Christopher Cleveland,Josh Lucas,0.0,118.0,2006-01-13
Black Christmas,R,Horror,4.6,Glen Morgan,Glen Morgan,Michelle Trachtenberg,9000000.0,95.0,2006-12-25
Wristcutters: A Love Story,R,Comedy,7.3,Goran Dukic,Goran Dukic,Patrick Fugit,1000000.0,88.0,2007-11-02
See No Evil,R,Action,5.1,Gregory Dark,Dan Madigan,Glenn Jacobs,8000000.0,84.0,2006-05-19
Last Holiday,PG-13,Comedy,6.5,Wayne Wang,Jeffrey Price,Queen Latifah,45000000.0,112.0,2006-01-13
Friends with Money,R,Comedy,5.8,Nicole Holofcener,Nicole Holofcener,Jennifer Aniston,6500000.0,88.0,2006-04-21
All the King's Men,PG-13,Drama,6.2,Steven Zaillian,Steven Zaillian,Sean Penn,55000000.0,128.0,2006-09-22
Hollywoodland,R,Biography,6.5,Allen Coulter,Paul Bernbaum,Adrien Brody,28000000.0,126.0,2006-09-08
"OSS 117: Cairo, Nest of Spies",Not Rated,Action,7.1,Michel Hazanavicius,Jean-François Halin,Jean Dujardin,0.0,99.0,2008-05-09
ATL,PG-13,Comedy,6.2,Chris Robinson,Tina Gordon,T.I.,20000000.0,105.0,2006-03-31
Stormbreaker,PG,Action,5.1,Geoffrey Sax,Anthony Horowitz,Alex Pettyfer,0.0,93.0,2006-10-13
Fearless,PG-13,Action,7.6,Ronny Yu,Chris Chow,Jet Li,0.0,104.0,2006-09-22
Behind the Mask: The Rise of Leslie Vernon,R,Comedy,6.7,Scott Glosserman,Scott Glosserman,Nathan Baesel,0.0,92.0,2006-10-13
Bobby,R,Biography,7.0,Emilio Estevez,Emilio Estevez,Anthony Hopkins,14000000.0,117.0,2006-11-23
Half Nelson,R,Drama,7.2,Ryan Fleck,Ryan Fleck,Ryan Gosling,700000.0,106.0,2006-09-22
The Wild,G,Animation,5.2,Steve 'Spaz' Williams,Ed Decter,Kiefer Sutherland,80000000.0,82.0,2006-04-14
Infamous,R,Biography,7.1,Douglas McGrath,Douglas McGrath,Toby Jones,13000000.0,110.0,2006-10-13
Black Sheep,Not Rated,Comedy,5.8,Jonathan King,Jonathan King,Oliver Driver,0.0,87.0,2007-03-29
Take the Lead,PG-13,Drama,6.6,Liz Friedlander,Dianne Houston,Antonio Banderas,30000000.0,118.0,2006-04-07
Gridiron Gang,PG-13,Biography,6.9,Phil Joanou,Jeff Maguire,Dwayne Johnson,30000000.0,125.0,2006-09-15
The Ant Bully,PG,Animation,5.8,John A. Davis,John A. Davis,Paul Giamatti,50000000.0,88.0,2006-07-28
Fur: an Imaginary Portrait of Diane Arbus,R,Biography,6.4,Steven Shainberg,Erin Cressida Wilson,Nicole Kidman,16800000.0,122.0,2006-10-20
Rang De Basanti,Not Rated,Comedy,8.1,Rakeysh Omprakash Mehra,Renzil D'Silva,Aamir Khan,0.0,167.0,2006-01-26
Peaceful Warrior,PG-13,Drama,7.3,Victor Salva,Kevin Bernhardt,Scott Mechlowicz,10000000.0,120.0,2006-06-23
The Santa Clause 3: The Escape Clause,G,Adventure,4.8,Michael Lembeck,Ed Decter,Tim Allen,12000000.0,92.0,2006-11-03
Miss Potter,PG,Biography,7.0,Chris Noonan,Richard Maltby Jr.,Renée Zellweger,30000000.0,88.0,2007-03-09
Big Momma's House 2,PG-13,Comedy,4.8,John Whitesell,Don Rhymer,Martin Lawrence,40000000.0,99.0,2006-01-27
Pulse,PG-13,Horror,4.8,Jim Sonzero,Kiyoshi Kurosawa,Kristen Bell,20500000.0,90.0,2006-08-11
The Last Kiss,R,Comedy,6.4,Tony Goldwyn,Paul Haggis,Zach Braff,20000000.0,104.0,2006-09-15
The Foot Fist Way,R,Comedy,6.3,Jody Hill,Ben Best,Danny McBride,0.0,85.0,2008-09-26
The Astronaut Farmer,PG,Adventure,6.3,Michael Polish,Mark Polish,Billy Bob Thornton,13000000.0,104.0,2007-02-23
Starter for 10,PG-13,Comedy,6.7,Tom Vaughan,David Nicholls,James McAvoy,0.0,92.0,2007-03-09
Mini's First Time,R,Comedy,5.8,Nick Guthe,Nick Guthe,Alec Baldwin,6000000.0,91.0,2006-07-14
Lonely Hearts,R,Biography,6.4,Todd Robinson,Todd Robinson,John Travolta,18000000.0,108.0,2006-10-21
A Guide to Recognizing Your Saints,R,Crime,7.0,Dito Montiel,Dito Montiel,Robert Downey Jr.,0.0,100.0,2006-10-13
Everyone's Hero,G,Animation,5.7,Colin Brady,Robert Kurtz,Jake T. Austin,35000000.0,87.0,2006-09-15
Severance,R,Comedy,6.5,Christopher Smith,James Moran,Danny Dyer,0.0,96.0,2006-08-25
Loving Annabelle,Not Rated,Drama,6.3,Katherine Brooks,Katherine Brooks,Erin Kelly,1000000.0,77.0,2007-05-24
Kabhi Alvida Naa Kehna,Not Rated,Drama,6.1,Karan Johar,Karan Johar,Shah Rukh Khan,0.0,193.0,2006-08-11
Old Joy,Unrated,Drama,6.8,Kelly Reichardt,Jonathan Raymond,Daniel London,300000.0,76.0,2007-01-26
The Grudge 2,PG-13,Horror,5.1,Takashi Shimizu,Stephen Susco,Amber Tamblyn,20000000.0,102.0,2006-10-13
For Your Consideration,PG-13,Comedy,6.3,Christopher Guest,Christopher Guest,Catherine O'Hara,12000000.0,86.0,2006-11-22
The Sentinel,PG-13,Action,6.1,Clark Johnson,George Nolfi,Michael Douglas,60000000.0,108.0,2006-04-21
The Breed,R,Action,5.1,Nicholas Mastandrea,Robert Conte,Michelle Rodriguez,0.0,91.0,2007-10-19
Skinwalkers,R,Action,4.6,James Isaac,James DeMonaco,Jason Behr,0.0,110.0,2007-08-10
Hoot,PG,Adventure,5.5,Wil Shriner,Wil Shriner,Logan Lerman,15000000.0,91.0,2006-05-05
Garfield: A Tail of Two Kitties,PG,Animation,5.0,Tim Hill,Joel Cohen,Breckin Meyer,60000000.0,82.0,2006-06-16
There Will Be Blood,R,Drama,8.2,Paul Thomas Anderson,Paul Thomas Anderson,Daniel Day-Lewis,25000000.0,158.0,2008-01-25
No Country for Old Men,R,Crime,8.1,Ethan Coen,Joel Coen,Tommy Lee Jones,25000000.0,122.0,2007-11-21
Stardust,PG-13,Adventure,7.6,Matthew Vaughn,Jane Goldman,Charlie Cox,70000000.0,127.0,2007-08-10
Gone Baby Gone,R,Crime,7.6,Ben Affleck,Ben Affleck,Morgan Freeman,19000000.0,114.0,2007-10-19
Disturbia,PG-13,Crime,6.8,D.J. Caruso,Christopher Landon,Shia LaBeouf,20000000.0,105.0,2007-04-13
Zodiac,R,Crime,7.7,David Fincher,James Vanderbilt,Jake Gyllenhaal,65000000.0,157.0,2007-03-02
Superbad,R,Comedy,7.6,Greg Mottola,Seth Rogen,Michael Cera,20000000.0,113.0,2007-08-17
Transformers,PG-13,Action,7.0,Michael Bay,Roberto Orci,Shia LaBeouf,150000000.0,144.0,2007-07-03
Harry Potter and the Order of the Phoenix,PG-13,Action,7.5,David Yates,Michael Goldenberg,Daniel Radcliffe,150000000.0,138.0,2007-07-11
Into the Wild,R,Adventure,8.1,Sean Penn,Sean Penn,Emile Hirsch,15000000.0,148.0,2007-10-19
Ratatouille,G,Animation,8.0,Brad Bird,Brad Bird,Brad Garrett,150000000.0,111.0,2007-06-29
Atonement,R,Drama,7.8,Joe Wright,Ian McEwan,Keira Knightley,30000000.0,123.0,2008-01-11
Shooter,R,Action,7.2,Antoine Fuqua,Jonathan Lemkin,Mark Wahlberg,61000000.0,124.0,2007-03-23
American Gangster,R,Biography,7.8,Ridley Scott,Steven Zaillian,Denzel Washington,100000000.0,157.0,2007-11-02
Spider-Man 3,PG-13,Action,6.2,Sam Raimi,Sam Raimi,Tobey Maguire,258000000.0,139.0,2007-05-04
Live Free or Die Hard,PG-13,Action,7.1,Len Wiseman,John Carlin,Bruce Willis,110000000.0,128.0,2007-06-27
Hot Fuzz,R,Action,7.8,Edgar Wright,Edgar Wright,Simon Pegg,0.0,121.0,2007-04-20
Pirates of the Caribbean: at World's End,PG-13,Action,7.1,Gore Verbinski,Ted Elliott,Johnny Depp,300000000.0,169.0,2007-05-25
I Am Legend,PG-13,Action,7.2,Francis Lawrence,Mark Protosevich,Will Smith,150000000.0,101.0,2007-12-14
Sunshine,R,Sci-Fi,7.2,Danny Boyle,Alex Garland,Cillian Murphy,0.0,107.0,2007-07-27
Juno,PG-13,Comedy,7.4,Jason Reitman,Diablo Cody,Elliot Page,7500000.0,96.0,2007-12-25
28 Weeks Later,R,Horror,7.0,Juan Carlos Fresnadillo,Rowan Joffe,Jeremy Renner,15000000.0,100.0,2007-05-11
Hitman,R,Action,6.3,Xavier Gens,Skip Woods,Timothy Olyphant,24000000.0,100.0,2007-11-21
Enchanted,PG,Comedy,7.0,Kevin Lima,Bill Kelly,Amy Adams,85000000.0,107.0,2007-11-21
The Mist,R,Horror,7.1,Frank Darabont,Frank Darabont,Thomas Jane,18000000.0,126.0,2007-11-21
Hairspray,PG,Comedy,6.6,Adam Shankman,Leslie Dixon,John Travolta,75000000.0,117.0,2007-07-20
Knocked Up,R,Comedy,6.9,Judd Apatow,Judd Apatow,Seth Rogen,30000000.0,129.0,2007-06-01
Sweeney Todd: the Demon Barber of Fleet Street,R,Drama,7.3,Tim Burton,John Logan,Johnny Depp,50000000.0,116.0,2007-12-21
Grindhouse,R,Action,7.5,Directors,Robert Rodriguez,Kurt Russell,67000000.0,191.0,2007-04-06
Ghost Rider,PG-13,Action,5.3,Mark Steven Johnson,Mark Steven Johnson,Nicolas Cage,110000000.0,110.0,2007-02-16
Hot Rod,PG-13,Comedy,6.7,Akiva Schaffer,Pam Brady,Andy Samberg,0.0,88.0,2007-08-03
The Darjeeling Limited,R,Adventure,7.2,Wes Anderson,Wes Anderson,Owen Wilson,16000000.0,91.0,2007-10-26
Bridge to Terabithia,PG,Drama,7.1,Gabor Csupo,Jeff Stockwell,Josh Hutcherson,17000000.0,96.0,2007-02-16
The Nanny Diaries,PG-13,Comedy,6.2,Shari Springer Berman,Emma McLaughlin,Scarlett Johansson,20000000.0,105.0,2007-08-24
Funny Games,R,Crime,6.6,Michael Haneke,Michael Haneke,Naomi Watts,15000000.0,111.0,2008-04-04
Halloween,R,Horror,6.1,Rob Zombie,Rob Zombie,Scout Taylor-Compton,15000000.0,109.0,2007-08-31
Eastern Promises,R,Action,7.6,David Cronenberg,Steven Knight,Naomi Watts,0.0,100.0,2007-09-21
The Bourne Ultimatum,PG-13,Action,8.0,Paul Greengrass,Tony Gilroy,Matt Damon,110000000.0,115.0,2007-08-03
Norbit,PG-13,Comedy,4.1,Brian Robbins,Eddie Murphy,Eddie Murphy,60000000.0,102.0,2007-02-09
Fracture,R,Crime,7.2,Gregory Hoblit,Daniel Pyne,Anthony Hopkins,0.0,113.0,2007-04-20
