title,movie_rating,run_time,meta_score,imdb_rating,director,writer,actor,genre_name,Year,Predictions_BoxOffice,Predictions_Upcoming,label_boxoffice,box_office,Predictions_imbdRating,Predictions_imbd_Upcoming,label_imbd_score
The Lion King,G,88.0,0.0,8.5,Roger Allers,Irene Mecchi,Matthew Broderick,Animation,1994,1.0,0.0,0.0,1083720877.0,1.0,0.0,0.0
Dumb and Dumber,PG-13,107.0,0.0,7.3,Peter Farrelly,Peter Farrelly,Jim Carrey,Comedy,1994,1.0,0.0,0.0,247275374.0,1.0,0.0,0.0
Little Women,PG,115.0,0.0,7.3,Gillian Armstrong,Louisa May Alcott,Susan Sarandon,Drama,1994,1.0,0.0,0.0,50083616.0,1.0,0.0,0.0
Street Fighter,PG-13,102.0,0.0,4.0,Steven E. de Souza,Steven E. de Souza,Jean-Claude Van Damme,Action,1994,1.0,0.0,0.0,99431786.0,1.0,0.0,0.0
The Last Seduction,R,110.0,0.0,7.1,John Dahl,Steve Barancik,Linda Fiorentino,Crime,1994,1.0,0.0,0.0,5842603.0,1.0,0.0,0.0
Star Trek: Generations,PG,118.0,0.0,6.6,David Carson,Gene Roddenberry,Patrick Stewart,Action,1994,1.0,0.0,0.0,118071125.0,1.0,0.0,0.0
Disclosure,R,128.0,0.0,6.1,Barry Levinson,Michael Crichton,Michael Douglas,Drama,1994,1.0,0.0,0.0,214015089.0,1.0,0.0,0.0
Angels in the Outfield,PG,102.0,0.0,6.2,William Dear,Dorothy Kingsley,Danny Glover,Comedy,1994,1.0,0.0,0.0,50236831.0,1.0,0.0,0.0
Sirens,R,98.0,0.0,5.9,John Duigan,John Duigan,Hugh Grant,Comedy,1994,1.0,0.0,0.0,7770731.0,1.0,0.0,0.0
The River Wild,PG-13,111.0,0.0,6.4,Curtis Hanson,Denis O'Neill,Meryl Streep,Adventure,1994,1.0,0.0,0.0,94216343.0,1.0,0.0,0.0
Blown Away,R,121.0,0.0,6.2,Stephen Hopkins,John Rice,Jeff Bridges,Action,1994,1.0,0.0,0.0,30156002.0,1.0,0.0,0.0
North,PG,87.0,0.0,4.5,Rob Reiner,Alan Zweibel,Elijah Wood,Adventure,1994,1.0,0.0,0.0,7182747.0,1.0,0.0,0.0
Muriel's Wedding,R,106.0,0.0,7.2,P.J. Hogan,P.J. Hogan,Toni Collette,Comedy,1995,1.0,0.0,0.0,15482277.0,1.0,0.0,0.0
Once Were Warriors,R,102.0,0.0,7.9,Lee Tamahori,Riwia Brown,Rena Owen,Crime,1995,1.0,0.0,0.0,1608570.0,1.0,0.0,0.0
Exit to Eden,R,113.0,0.0,4.3,Garry Marshall,Anne Rice,Dana Delany,Comedy,1994,1.0,0.0,0.0,6841570.0,1.0,0.0,0.0
The Specialist,R,110.0,0.0,5.6,Luis Llosa,John Shirley,Sylvester Stallone,Action,1994,1.0,0.0,0.0,170362582.0,1.0,0.0,0.0
Serial Mom,R,95.0,0.0,6.8,John Waters,John Waters,Kathleen Turner,Comedy,1994,1.0,0.0,0.0,7820688.0,1.0,0.0,0.0
When a Man Loves a Woman,R,126.0,0.0,6.6,Luis Mandoki,Ronald Bass,Meg Ryan,Drama,1994,1.0,0.0,0.0,50021959.0,1.0,0.0,0.0
Surviving the Game,R,96.0,0.0,6.2,Ernest R. Dickerson,Eric Bernt,Rutger Hauer,Action,1994,1.0,0.0,0.0,7727256.0,1.0,0.0,0.0
My Father the Hero,PG,90.0,0.0,5.5,Steve Miner,Gérard Lauzier,Gérard Depardieu,Comedy,1994,1.0,0.0,0.0,25479558.0,1.0,0.0,0.0
Chasers,R,102.0,0.0,5.1,Dennis Hopper,Joe Batteer,Tom Berenger,Action,1994,1.0,0.0,0.0,1596687.0,1.0,0.0,0.0
Torment,Not Rated,102.0,0.0,7.1,Claude Chabrol,Claude Chabrol,Emmanuelle Béart,Crime,1994,1.0,0.0,0.0,39003.0,1.0,0.0,0.0
Clifford,PG,90.0,0.0,5.5,Paul Flaherty,William Porter,Martin Short,Comedy,1994,1.0,0.0,0.0,7408745.0,1.0,0.0,0.0
Thumbelina,G,86.0,0.0,6.4,Don Bluth,Hans Christian Andersen,Jodi Benson,Animation,1994,1.0,0.0,0.0,11373501.0,1.0,0.0,0.0
Greedy,PG-13,113.0,0.0,6.3,Jonathan Lynn,Lowell Ganz,Michael J. Fox,Comedy,1994,1.0,0.0,0.0,13137484.0,1.0,0.0,0.0
Little Big League,PG,119.0,0.0,6.1,Andrew Scheinman,Gregory K. Pincus,Luke Edwards,Comedy,1994,1.0,0.0,0.0,12267790.0,1.0,0.0,0.0
Ready to Wear,R,133.0,0.0,5.2,Robert Altman,Robert Altman,Sophia Loren,Comedy,1994,1.0,0.0,0.0,11300653.0,1.0,0.0,0.0
Bullets Over Broadway,R,98.0,0.0,7.4,Woody Allen,Woody Allen,John Cusack,Comedy,1995,1.0,0.0,0.0,13383747.0,1.0,0.0,0.0
Spanking the Monkey,Unrated,100.0,0.0,6.3,David O. Russell,David O. Russell,Jeremy Davies,Comedy,1994,1.0,0.0,0.0,1359736.0,1.0,0.0,0.0
Intersection,R,98.0,0.0,5.4,Mark Rydell,David Rayfiel,Richard Gere,Drama,1994,1.0,0.0,0.0,21355893.0,1.0,0.0,0.0
Sister My Sister,R,86.0,0.0,6.6,Nancy Meckler,Wendy Kesselman,Julie Walters,Drama,1995,1.0,0.0,0.0,217881.0,1.0,0.0,0.0
Miracle on 34th Street,PG,114.0,0.0,6.5,Les Mayfield,Valentine Davies,Richard Attenborough,Family,1994,1.0,0.0,0.0,46264384.0,1.0,0.0,0.0
Jason's Lyric,R,119.0,0.0,6.6,Doug McHenry,Bobby Smith Jr.,Allen Payne,Crime,1994,1.0,0.0,0.0,20851521.0,1.0,0.0,0.0
Blue Chips,PG-13,108.0,0.0,6.2,William Friedkin,Ron Shelton,Nick Nolte,Drama,1994,1.0,0.0,0.0,23070663.0,1.0,0.0,0.0
Cemetery Man,R,105.0,0.0,7.1,Michele Soavi,Tiziano Sclavi,Rupert Everett,Comedy,1996,1.0,0.0,0.0,253986.0,1.0,0.0,0.0
Ashes of Time,R,100.0,0.0,7.1,Kar-Wai Wong,Louis Cha,Brigitte Lin,Action,1994,1.0,0.0,0.0,1977198.0,1.0,0.0,0.0
Brainscan,R,96.0,0.0,6.1,John Flynn,Brian Owens,Edward Furlong,Comedy,1994,1.0,0.0,0.0,4352094.0,1.0,0.0,0.0
Through the Olive Trees,G,103.0,0.0,7.8,Abbas Kiarostami,Abbas Kiarostami,Mohamad Ali Keshavarz,Drama,1995,1.0,0.0,0.0,0.0,1.0,0.0,0.0
The Puppet Masters,R,109.0,0.0,5.9,Stuart Orme,Robert A. Heinlein,Donald Sutherland,Horror,1994,1.0,0.0,0.0,8647042.0,1.0,0.0,0.0
Backbeat,R,100.0,0.0,6.7,Iain Softley,Iain Softley,Stephen Dorff,Biography,1994,1.0,0.0,0.0,2392589.0,1.0,0.0,0.0
Leprechaun 2,R,85.0,0.0,4.6,Rodman Flender,Mark Jones,Warwick Davis,Comedy,1994,1.0,0.0,0.0,2260622.0,1.0,0.0,0.0
Mixed Nuts,PG-13,97.0,0.0,5.4,Nora Ephron,Nora Ephron,Steve Martin,Comedy,1994,1.0,0.0,0.0,6821850.0,1.0,0.0,0.0
House Party 3,R,100.0,0.0,4.7,Eric Meza,Reginald Hudlin,Christopher Reid,Comedy,1994,1.0,0.0,0.0,19281235.0,1.0,0.0,0.0
Sleep with Me,R,86.0,0.0,5.7,Rory Kelly,Duane Dell'Amico,Craig Sheffer,Comedy,1994,1.0,0.0,0.0,200151.0,1.0,0.0,0.0
Princess Caraboo,PG,97.0,0.0,6.0,Michael Austin,Michael Austin,Phoebe Cates,Comedy,1994,1.0,0.0,0.0,3062530.0,1.0,0.0,0.0
A Low Down Dirty Shame,R,108.0,0.0,6.0,Keenen Ivory Wayans,Keenen Ivory Wayans,Keenen Ivory Wayans,Action,1994,1.0,0.0,0.0,29392418.0,1.0,0.0,0.0
A Troll in Central Park,G,76.0,0.0,5.4,Don Bluth,Stu Krieger,Dom DeLuise,Animation,1994,1.0,0.0,0.0,71368.0,1.0,0.0,0.0
Mrs. Parker and the Vicious Circle,R,125.0,0.0,6.4,Alan Rudolph,Alan Rudolph,Jennifer Jason Leigh,Biography,1994,1.0,0.0,0.0,2144667.0,1.0,0.0,0.0
Holy Matrimony,PG-13,93.0,0.0,5.1,Leonard Nimoy,David Weisberg,Patricia Arquette,Comedy,1994,1.0,0.0,0.0,713234.0,1.0,0.0,0.0
Squanto: A Warrior's Tale,PG,102.0,0.0,6.0,Xavier Koller,Darlene Craviotto,Adam Beach,Adventure,1994,1.0,0.0,0.0,3342223.0,1.0,0.0,0.0
Rapa Nui,R,107.0,0.0,6.4,Kevin Reynolds,Kevin Reynolds,Jason Scott Lee,Action,1994,1.0,0.0,0.0,305070.0,1.0,0.0,0.0
Braveheart,R,178.0,0.0,8.3,Mel Gibson,Randall Wallace,Mel Gibson,Biography,1995,1.0,0.0,0.0,213216216.0,1.0,0.0,0.0
Jumanji,PG,104.0,0.0,7.0,Joe Johnston,Jonathan Hensleigh,Robin Williams,Adventure,1995,1.0,0.0,0.0,262821940.0,1.0,0.0,0.0
Congo,PG-13,109.0,0.0,5.2,Frank Marshall,Michael Crichton,Laura Linney,Action,1995,1.0,0.0,0.0,152022101.0,1.0,0.0,0.0
Desperado,R,104.0,0.0,7.2,Robert Rodriguez,Robert Rodriguez,Antonio Banderas,Action,1995,1.0,0.0,0.0,25405445.0,1.0,0.0,0.0
12 Monkeys,R,129.0,0.0,8.0,Terry Gilliam,Chris Marker,Bruce Willis,Mystery,1996,1.0,0.0,0.0,168839459.0,1.0,0.0,0.0
Leaving Las Vegas,R,111.0,0.0,7.5,Mike Figgis,John O'Brien,Nicolas Cage,Drama,1996,1.0,0.0,0.0,32029928.0,1.0,0.0,0.0
Showgirls,NC-17,128.0,0.0,4.9,Paul Verhoeven,Joe Eszterhas,Elizabeth Berkley,Drama,1995,1.0,0.0,0.0,20358624.0,1.0,0.0,0.0
Species,R,108.0,0.0,5.8,Roger Donaldson,Dennis Feldman,Natasha Henstridge,Action,1995,1.0,0.0,0.0,113374103.0,1.0,0.0,0.0
La Haine,Not Rated,98.0,0.0,8.1,Mathieu Kassovitz,Mathieu Kassovitz,Vincent Cassel,Crime,1996,1.0,0.0,0.0,302606.0,1.0,0.0,0.0
"To Wong Foo Thanks for Everything, Julie Newmar",PG-13,109.0,0.0,6.6,Beeban Kidron,Douglas Carter Beane,Wesley Snipes,Comedy,1995,1.0,0.0,0.0,47774193.0,1.0,0.0,0.0
Heavyweights,PG,100.0,0.0,6.6,Steven Brill,Judd Apatow,Tom McGowan,Comedy,1995,1.0,0.0,0.0,17689177.0,1.0,0.0,0.0
Tank Girl,R,104.0,0.0,5.4,Rachel Talalay,Alan Martin,Lori Petty,Action,1995,1.0,0.0,0.0,4064495.0,1.0,0.0,0.0
A Goofy Movie,G,78.0,0.0,6.9,Kevin Lima,Jymn Magon,Bill Farmer,Animation,1995,1.0,0.0,0.0,35348597.0,1.0,0.0,0.0
To Die For,R,106.0,0.0,6.8,Gus Van Sant,Joyce Maynard,Nicole Kidman,Comedy,1995,1.0,0.0,0.0,21284514.0,1.0,0.0,0.0
Johnny Mnemonic,R,96.0,0.0,5.7,Robert Longo,William Gibson,Keanu Reeves,Action,1995,1.0,0.0,0.0,19075720.0,1.0,0.0,0.0
The City of Lost Children,R,112.0,0.0,7.5,Marc Caro,Gilles Adrien,Ron Perlman,Fantasy,1995,1.0,0.0,0.0,1781465.0,1.0,0.0,0.0
Higher Learning,R,127.0,0.0,6.5,John Singleton,John Singleton,Omar Epps,Crime,1995,1.0,0.0,0.0,38290723.0,1.0,0.0,0.0
The Prophecy,R,98.0,0.0,6.5,Gregory Widen,Gregory Widen,Christopher Walken,Action,1995,1.0,0.0,0.0,16115878.0,1.0,0.0,0.0
The Big Green,PG,100.0,0.0,5.6,Holly Goldberg Sloan,Holly Goldberg Sloan,Steve Guttenberg,Comedy,1995,1.0,0.0,0.0,17736619.0,1.0,0.0,0.0
Virtuosity,R,106.0,0.0,5.6,Brett Leonard,Eric Bernt,Denzel Washington,Action,1995,1.0,0.0,0.0,24047675.0,1.0,0.0,0.0
Assassins,R,132.0,0.0,6.3,Richard Donner,Lilly Wachowski,Sylvester Stallone,Action,1995,1.0,0.0,0.0,30303072.0,1.0,0.0,0.0
Dead Presidents,R,119.0,0.0,6.9,Albert Hughes,Allen Hughes,Larenz Tate,Action,1995,1.0,0.0,0.0,24147179.0,1.0,0.0,0.0
Rumble in the Bronx,R,87.0,0.0,6.8,Stanley Tong,Edward Tang,Jackie Chan,Action,1996,1.0,0.0,0.0,32392047.0,1.0,0.0,0.0
How to Make an American Quilt,PG-13,117.0,0.0,6.3,Jocelyn Moorhouse,Whitney Otto,Winona Ryder,Comedy,1995,1.0,0.0,0.0,41200020.0,1.0,0.0,0.0
Village of the Damned,R,98.0,0.0,5.7,John Carpenter,John Wyndham,Christopher Reeve,Horror,1995,1.0,0.0,0.0,9418365.0,1.0,0.0,0.0
Wild Bill,R,98.0,0.0,5.9,Walter Hill,Peter Dexter,Jeff Bridges,Action,1995,1.0,0.0,0.0,2193982.0,1.0,0.0,0.0
Underground,Not Rated,167.0,0.0,8.1,Emir Kusturica,Dusan Kovacevic,Predrag 'Miki' Manojlovic,Comedy,1997,1.0,0.0,0.0,171082.0,1.0,0.0,0.0
Fair Game,R,91.0,0.0,4.3,Andrew Sipes,Paula Gosling,William Baldwin,Action,1995,1.0,0.0,0.0,11534477.0,1.0,0.0,0.0
Senior Trip,R,91.0,0.0,5.7,Kelly Makin,Roger Kumble,Matt Frewer,Adventure,1995,1.0,0.0,0.0,4686937.0,1.0,0.0,0.0
Heavy,R,105.0,0.0,6.8,James Mangold,James Mangold,Pruitt Taylor Vince,Drama,1996,1.0,0.0,0.0,941414.0,1.0,0.0,0.0
The Cure,PG-13,97.0,0.0,7.7,Peter Horton,Robert Kuhn,Joseph Mazzello,Drama,1995,1.0,0.0,0.0,2568425.0,1.0,0.0,0.0
Forget Paris,PG-13,101.0,0.0,6.5,Billy Crystal,Billy Crystal,Billy Crystal,Comedy,1995,1.0,0.0,0.0,33177694.0,1.0,0.0,0.0
The Hunted,R,110.0,0.0,6.0,J.F. Lawton,J.F. Lawton,Christopher Lambert,Action,1995,1.0,0.0,0.0,6609661.0,1.0,0.0,0.0
Fluke,PG,96.0,0.0,6.7,Carlo Carlei,James Herbert,Matthew Modine,Drama,1995,1.0,0.0,0.0,3987768.0,1.0,0.0,0.0
Rumpelstiltskin,R,87.0,0.0,4.5,Mark Jones,Mark Jones,Max Grodénchik,Comedy,1995,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Three Wishes,PG,115.0,0.0,6.1,Martha Coolidge,Clifford Green,Patrick Swayze,Drama,1995,1.0,0.0,0.0,7027517.0,1.0,0.0,0.0
Far from Home: the Adventures of Yellow Dog,PG,81.0,0.0,6.4,Phillip Borsos,Phillip Borsos,Jesse Bradford,Adventure,1995,1.0,0.0,0.0,11642946.0,1.0,0.0,0.0
Magic in the Water,PG,101.0,0.0,5.5,Rick Stevenson,Rick Stevenson,Mark Harmon,Adventure,1995,1.0,0.0,0.0,2680717.0,1.0,0.0,0.0
Rough Magic,PG-13,104.0,0.0,5.5,Clare Peploe,James Hadley Chase,Bridget Fonda,Comedy,1997,1.0,0.0,0.0,247202.0,1.0,0.0,0.0
Sleepers,R,147.0,0.0,7.6,Barry Levinson,Lorenzo Carcaterra,Robert De Niro,Crime,1996,1.0,0.0,0.0,165615285.0,1.0,0.0,0.0
Twister,PG-13,113.0,0.0,6.4,Jan de Bont,Michael Crichton,Helen Hunt,Action,1996,1.0,0.0,0.0,494471524.0,1.0,0.0,0.0
A Time to Kill,R,149.0,0.0,7.5,Joel Schumacher,John Grisham,Matthew McConaughey,Crime,1996,1.0,0.0,0.0,152266007.0,1.0,0.0,0.0
The Long Kiss Goodnight,R,121.0,0.0,6.8,Renny Harlin,Shane Black,Geena Davis,Action,1996,1.0,0.0,0.0,89456761.0,1.0,0.0,0.0
Stealing Beauty,R,118.0,0.0,6.6,Bernardo Bertolucci,Bernardo Bertolucci,Jeremy Irons,Drama,1996,1.0,0.0,0.0,4762310.0,1.0,0.0,0.0
The Birdcage,R,117.0,0.0,7.1,Mike Nichols,Jean Poiret,Robin Williams,Comedy,1996,1.0,0.0,0.0,185260553.0,1.0,0.0,0.0
Kingpin,PG-13,114.0,0.0,6.9,Bobby Farrelly,Barry Fanaro,Woody Harrelson,Comedy,1996,1.0,0.0,0.0,25023434.0,1.0,0.0,0.0
Striptease,R,115.0,0.0,4.5,Andrew Bergman,Carl Hiaasen,Demi Moore,Comedy,1996,1.0,0.0,0.0,113309743.0,1.0,0.0,0.0
Swingers,R,96.0,0.0,7.2,Doug Liman,Jon Favreau,Vince Vaughn,Comedy,1997,1.0,0.0,0.0,4555020.0,1.0,0.0,0.0
The Cable Guy,PG-13,96.0,0.0,6.1,Ben Stiller,Lou Holtz Jr.,Jim Carrey,Comedy,1996,1.0,0.0,0.0,102825796.0,1.0,0.0,0.0
James and the Giant Peach,PG,79.0,0.0,6.7,Henry Selick,Roald Dahl,Paul Terry,Animation,1996,1.0,0.0,0.0,28946127.0,1.0,0.0,0.0
White Squall,PG-13,129.0,0.0,6.6,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,Adventure,1996,1.0,0.0,0.0,10292300.0,1.0,0.0,0.0
Broken Arrow,R,108.0,0.0,6.0,John Woo,Graham Yost,John Travolta,Action,1996,1.0,0.0,0.0,150270147.0,1.0,0.0,0.0
Waiting for Guffman,R,84.0,0.0,7.5,Christopher Guest,Christopher Guest,Christopher Guest,Comedy,1997,1.0,0.0,0.0,2923982.0,1.0,0.0,0.0
Beavis and Butt-Head Do America,PG-13,81.0,0.0,6.8,Directors,Mike Judge,Mike Judge,Animation,1996,1.0,0.0,0.0,63118386.0,1.0,0.0,0.0
Barb Wire,R,98.0,0.0,3.4,David Hogan,Chris Warner,Pamela Anderson,Action,1996,1.0,0.0,0.0,3793614.0,1.0,0.0,0.0
The Phantom,PG,100.0,0.0,5.0,Simon Wincer,Lee Falk,Billy Zane,Action,1996,1.0,0.0,0.0,17323326.0,1.0,0.0,0.0
Eye for an Eye,R,101.0,0.0,6.2,John Schlesinger,Erika Holzer,Sally Field,Crime,1996,1.0,0.0,0.0,26877589.0,1.0,0.0,0.0
2 Days in the Valley,R,104.0,0.0,6.5,John Herzfeld,John Herzfeld,Teri Hatcher,Comedy,1996,1.0,0.0,0.0,11132210.0,1.0,0.0,0.0
Freeway,R,102.0,0.0,6.8,Matthew Bright,Matthew Bright,Reese Witherspoon,Comedy,1997,1.0,0.0,0.0,295493.0,1.0,0.0,0.0
Kazaam,PG,93.0,0.0,3.0,Paul Michael Glaser,Paul Michael Glaser,Shaquille O'Neal,Comedy,1996,1.0,0.0,0.0,18937262.0,1.0,0.0,0.0
Down Periscope,PG-13,92.0,0.0,6.2,David S. Ward,Hugh Wilson,Kelsey Grammer,Comedy,1996,1.0,0.0,0.0,37553752.0,1.0,0.0,0.0
Jingle All the Way,PG,89.0,0.0,5.6,Brian Levant,Randy Kornfield,Arnold Schwarzenegger,Adventure,1996,1.0,0.0,0.0,129832389.0,1.0,0.0,0.0
Lone Star,R,135.0,0.0,7.4,John Sayles,John Sayles,Chris Cooper,Drama,1996,1.0,0.0,0.0,12408986.0,1.0,0.0,0.0
Phenomenon,PG,123.0,0.0,6.4,Jon Turteltaub,Gerald Di Pego,John Travolta,Drama,1996,1.0,0.0,0.0,152036382.0,1.0,0.0,0.0
Evita,PG,135.0,0.0,6.3,Alan Parker,Tim Rice,Madonna,Biography,1997,1.0,0.0,0.0,141047179.0,1.0,0.0,0.0
Multiplicity,PG-13,117.0,0.0,6.1,Harold Ramis,Chris Miller,Michael Keaton,Comedy,1996,1.0,0.0,0.0,21075014.0,1.0,0.0,0.0
Basquiat,R,107.0,0.0,6.9,Julian Schnabel,Lech Majewski,Jeffrey Wright,Biography,1996,1.0,0.0,0.0,3011195.0,1.0,0.0,0.0
Jude,R,123.0,0.0,6.9,Michael Winterbottom,Hossein Amini,Christopher Eccleston,Drama,1996,1.0,0.0,0.0,409144.0,1.0,0.0,0.0
Bulletproof,R,84.0,0.0,5.8,Ernest R. Dickerson,Joe Gayton,Damon Wayans,Action,1996,1.0,0.0,0.0,22611954.0,1.0,0.0,0.0
The Portrait of a Lady,PG-13,144.0,0.0,6.2,Jane Campion,Henry James,Nicole Kidman,Drama,1997,1.0,0.0,0.0,3692836.0,1.0,0.0,0.0
Foxfire,R,102.0,0.0,6.2,Annette Haywood-Carter,Joyce Carol Oates,Hedy Burress,Drama,1996,1.0,0.0,0.0,269300.0,1.0,0.0,0.0
Up Close & Personal,PG-13,124.0,0.0,6.2,Jon Avnet,Joan Didion,Robert Redford,Drama,1996,1.0,0.0,0.0,100688705.0,1.0,0.0,0.0
Ghosts of Mississippi,PG-13,130.0,0.0,6.7,Rob Reiner,Lewis Colick,Alec Baldwin,Drama,1997,1.0,0.0,0.0,13323144.0,1.0,0.0,0.0
Jane Eyre,PG,112.0,0.0,6.8,Franco Zeffirelli,Charlotte Brontë,William Hurt,Drama,1996,1.0,0.0,0.0,5200601.0,1.0,0.0,0.0
SubUrbia,R,121.0,0.0,6.8,Richard Linklater,Eric Bogosian,Giovanni Ribisi,Comedy,1997,1.0,0.0,0.0,656747.0,1.0,0.0,0.0
Mary Reilly,R,108.0,0.0,5.8,Stephen Frears,Valerie Martin,Julia Roberts,Drama,1996,1.0,0.0,0.0,12379402.0,1.0,0.0,0.0
Caught,R,110.0,0.0,6.6,Robert M. Young,Edward Pomerantz,Edward James Olmos,Drama,1996,1.0,0.0,0.0,0.0,1.0,0.0,0.0
All Dogs Go to Heaven 2,G,82.0,0.0,5.5,Larry Leker,Arne Olsen,Charlie Sheen,Animation,1996,1.0,0.0,0.0,8620678.0,1.0,0.0,0.0
The Van,R,100.0,0.0,6.7,Stephen Frears,Roddy Doyle,Colm Meaney,Comedy,1997,1.0,0.0,0.0,712095.0,1.0,0.0,0.0
Moll Flanders,PG-13,123.0,0.0,6.5,Pen Densham,Daniel Defoe,Robin Wright,Drama,1996,1.0,0.0,0.0,3486957.0,1.0,0.0,0.0
Shiloh,PG,93.0,0.0,6.4,Dale Rosenbloom,Phyllis Reynolds Naylor,Blake Heron,Drama,1997,1.0,0.0,0.0,1007822.0,1.0,0.0,0.0
Mr. Wrong,PG-13,96.0,0.0,3.8,Nick Castle,Chris Matheson,Ellen DeGeneres,Comedy,1996,1.0,0.0,0.0,12825141.0,1.0,0.0,0.0
Bloodsport 2,R,90.0,0.0,4.8,Alan Mehrez,Jeff Schechter,Daniel Bernhardt,Action,1996,1.0,0.0,0.0,684351.0,1.0,0.0,0.0
Phat Beach,R,89.0,0.0,3.9,Doug Ellin,Cleveland O'Neal III,Jermaine Hopkins,Comedy,1996,1.0,0.0,0.0,1383553.0,1.0,0.0,0.0
Celtic Pride,PG-13,91.0,0.0,5.3,Tom DeCerchio,Judd Apatow,Damon Wayans,Comedy,1996,1.0,0.0,0.0,9255027.0,1.0,0.0,0.0
The Game,R,129.0,0.0,7.8,David Fincher,John Brancato,Michael Douglas,Drama,1997,1.0,0.0,0.0,109423648.0,1.0,0.0,0.0
Austin Powers: International Man of Mystery,PG-13,89.0,0.0,7.0,Jay Roach,Mike Myers,Mike Myers,Adventure,1997,1.0,0.0,0.0,67683989.0,1.0,0.0,0.0
Lolita,R,137.0,0.0,6.9,Adrian Lyne,Vladimir Nabokov,Jeremy Irons,Drama,1998,1.0,0.0,0.0,1071255.0,1.0,0.0,0.0
Con Air,R,115.0,0.0,6.9,Simon West,Scott Rosenberg,Nicolas Cage,Action,1997,1.0,0.0,0.0,224012234.0,1.0,0.0,0.0
Jackie Brown,R,154.0,0.0,7.5,Quentin Tarantino,Quentin Tarantino,Pam Grier,Crime,1997,1.0,0.0,0.0,39673807.0,1.0,0.0,0.0
Home Alone 3,PG,102.0,0.0,4.5,Raja Gosnell,John Hughes,Alex D. Linz,Action,1997,1.0,0.0,0.0,79082515.0,1.0,0.0,0.0
Air Force One,R,124.0,0.0,6.5,Wolfgang Petersen,Andrew W. Marlowe,Harrison Ford,Action,1997,1.0,0.0,0.0,315156409.0,1.0,0.0,0.0
Dante's Peak,PG-13,108.0,0.0,6.0,Roger Donaldson,Leslie Bohem,Pierce Brosnan,Action,1997,1.0,0.0,0.0,178127760.0,1.0,0.0,0.0
Princess Mononoke,PG-13,134.0,0.0,8.4,Hayao Miyazaki,Hayao Miyazaki,Yôji Matsuda,Animation,1997,1.0,0.0,0.0,169785704.0,1.0,0.0,0.0
Scream 2,R,120.0,0.0,6.2,Wes Craven,Kevin Williamson,Neve Campbell,Horror,1997,1.0,0.0,0.0,172363301.0,1.0,0.0,0.0
Gattaca,PG-13,106.0,0.0,7.8,Andrew Niccol,Andrew Niccol,Ethan Hawke,Drama,1997,1.0,0.0,0.0,12532777.0,1.0,0.0,0.0
Liar Liar,PG-13,86.0,0.0,6.9,Tom Shadyac,Paul Guay,Jim Carrey,Comedy,1997,1.0,0.0,0.0,302710615.0,1.0,0.0,0.0
Donnie Brasco,R,127.0,0.0,7.7,Mike Newell,Joseph D. Pistone,Al Pacino,Biography,1997,1.0,0.0,0.0,124909762.0,1.0,0.0,0.0
George of the Jungle,PG,92.0,0.0,5.5,Sam Weisman,Jay Ward,Brendan Fraser,Action,1997,1.0,0.0,0.0,174463257.0,1.0,0.0,0.0
Anastasia,G,94.0,0.0,7.2,Don Bluth,Susan Gauthier,Meg Ryan,Animation,1997,1.0,0.0,0.0,139804348.0,1.0,0.0,0.0
