movie_id,title,movie_rating,release_date,run_time,meta_score,imdb_rating,box_office,director,writer,actor,genre_name
1317,Police Academy 5: Assignment: Miami Beach,PG,1988-03-18,90.0,0.0,4.6,19510371.0,Alan Myerson,Neal Israel,Bubba Smith,Comedy
1318,Tequila Sunrise,R,1988-12-02,115.0,0.0,6.1,41292551.0,Robert Towne,Robert Towne,Mel Gibson,Crime
1319,Night of the Demons,R,1988-10-14,90.0,0.0,6.2,3109904.0,Kevin Tenney,Joe Augustyn,Cathy Podewell,Comedy
1320,Biloxi Blues,PG-13,1988-03-25,106.0,0.0,6.6,51684798.0,Mike Nichols,Neil Simon,Matthew Broderick,Comedy
1321,Shag,PG,1989-07-21,98.0,0.0,6.4,6957975.0,Zelda Barron,Lanier Laney,Phoebe Cates,Comedy
1322,Cocoon: the Return,PG,1988-11-23,116.0,0.0,5.4,25024919.0,Daniel Petrie,David Saperstein,Don Ameche,Adventure
1323,Poltergeist III,PG,1988-06-10,98.0,0.0,4.7,14114488.0,Gary Sherman,Gary Sherman,Heather O'Rourke,Horror
1324,Waxwork,R,1988-06-17,95.0,0.0,6.2,808114.0,Anthony Hickox,Anthony Hickox,Zach Galligan,Comedy
1325,Funny Farm,PG,1988-06-03,101.0,0.0,6.2,25537221.0,George Roy Hill,Jay Cronley,Chevy Chase,Comedy
1326,As Tears Go By,Not Rated,2008-05-02,102.0,0.0,7.0,13133.0,Kar-Wai Wong,Jeffrey Lau,Andy Lau,Crime
1327,Fright Night Part 2,R,1989-05-19,104.0,0.0,5.9,2983784.0,Tommy Lee Wallace,Tom Holland,William Ragsdale,Comedy
1328,Caddyshack II,PG,1988-07-22,98.0,0.0,3.8,11798302.0,Allan Arkush,Brian Doyle-Murray,Jackie Mason,Comedy
1329,School Daze,R,1988-02-12,121.0,0.0,6.0,14545844.0,Spike Lee,Spike Lee,Laurence Fishburne,Comedy
1330,Johnny Be Good,R,1988-03-25,91.0,0.0,4.6,17550399.0,Bud S. Smith,Steve Zacharias,Anthony Michael Hall,Comedy
1331,Taffin,R,1988-02-26,96.0,0.0,5.5,159969.0,Francis Megahy,David Ambrose,Pierce Brosnan,Action
1332,Short Circuit 2,PG,1988-07-06,110.0,0.0,5.7,21630088.0,Kenneth Johnson,S.S. Wilson,Fisher Stevens,Comedy
1333,The Serpent and the Rainbow,R,1988-02-05,98.0,0.0,6.5,19595031.0,Wes Craven,Wade Davis,Bill Pullman,Fantasy
1334,A Night in the Life of Jimmy Reardon,R,1988-02-26,90.0,0.0,5.5,6264058.0,William Richert,William Richert,River Phoenix,Comedy
1335,The Presidio,R,1988-06-10,97.0,0.0,6.0,20324096.0,Peter Hyams,Larry Ferguson,Sean Connery,Action
1336,Big Business,PG,1988-06-10,97.0,0.0,6.4,40150487.0,Jim Abrahams,Dori Pierson,Bette Midler,Comedy
1337,Monkey Shines,R,1988-07-29,113.0,0.0,6.2,5344577.0,George A. Romero,Michael Stewart,Jason Beghe,Drama
1338,The Seventh Sign,R,1988-04-01,97.0,0.0,5.9,18875011.0,Carl Schultz,Ellen Green,Demi Moore,Drama
1339,Time of the Gypsies,R,1990-02-09,142.0,0.0,8.2,0.0,Emir Kusturica,Emir Kusturica,Davor Dujmovic,Comedy
1340,Masquerade,R,1988-03-11,91.0,0.0,6.1,15855828.0,Bob Swaim,Dick Wolf,Rob Lowe,Drama
1341,Phantasm II,R,1988-07-08,97.0,0.0,6.5,7282851.0,Don Coscarelli,Don Coscarelli,James Le Gros,Action
1342,Tucker: The Man and His Dream,PG,1988-08-12,110.0,0.0,6.9,19652638.0,Francis Ford Coppola,Arnold Schulman,Jeff Bridges,Biography
1343,Action Jackson,R,1988-02-12,96.0,0.0,5.4,20256975.0,Craig R. Baxley,Robert Reneau,Carl Weathers,Action
1344,"Bright Lights, Big City",R,1988-04-01,107.0,0.0,5.7,16118077.0,James Bridges,Jay McInerney,Michael J. Fox,Drama
1345,Shoot to Kill,R,1988-02-12,110.0,0.0,6.8,29300090.0,Roger Spottiswoode,Harv Zimmel,Sidney Poitier,Action
1346,The Beast of War,R,1988-09-07,111.0,0.0,7.3,161004.0,Kevin Reynolds,William Mastrosimone,George Dzundza,Adventure
1347,Lady in White,PG-13,1988-04-22,113.0,0.0,6.7,1705139.0,Frank LaLoggia,Frank LaLoggia,Lukas Haas,Fantasy
1348,Gorillas in the Mist,PG-13,1988-10-07,129.0,0.0,7.0,61149479.0,Michael Apted,Harold T.P. Hayes,Sigourney Weaver,Biography
1349,Alien Nation,R,1988-10-07,91.0,0.0,6.3,32155047.0,Graham Baker,Rockne S. O'Bannon,James Caan,Action
1350,Betrayed,R,1988-08-26,127.0,0.0,6.3,25816139.0,Costa-Gavras,Joe Eszterhas,Debra Winger,Crime
1351,Miracle Mile,R,1989-05-19,87.0,0.0,7.0,1145404.0,Steve De Jarnatt,Steve De Jarnatt,Anthony Edwards,Action
1352,Buster,R,1988-11-23,102.0,0.0,5.9,540000.0,David Green,Colin Shindler,Phil Collins,Comedy
1353,Big Top Pee-wee,PG,1988-07-22,86.0,0.0,5.1,15122324.0,Randal Kleiser,Paul Reubens,Paul Reubens,Adventure
1354,For Keeps?,PG-13,1988-01-15,90.0,0.0,5.9,17514553.0,John G. Avildsen,Tim Kazurinsky,Molly Ringwald,Comedy
1355,Appointment with Death,PG,1988-04-27,102.0,0.0,6.2,960040.0,Michael Winner,Agatha Christie,Peter Ustinov,Crime
1356,Some Girls,R,1988-09-09,94.0,0.0,5.8,401421.0,Michael Hoffman,Rupert Walters,Patrick Dempsey,Comedy
1357,Critters 2,PG-13,1988-04-29,86.0,0.0,5.5,3813293.0,Mick Garris,David Twohy,Scott Grimes,Comedy
1358,Dead Heat,R,1988-05-06,86.0,0.0,6.0,3588626.0,Mark Goldblatt,Terry Black,Treat Williams,Action
1359,Talk Radio,R,1989-01-13,110.0,0.0,7.3,3468572.0,Oliver Stone,Stephen Singular,Eric Bogosian,Drama
1360,Satisfaction,PG-13,1988-02-12,92.0,0.0,4.9,8253123.0,Joan Freeman,Charles Purpura,Justine Bateman,Comedy
1361,The Bear,PG,1989-10-27,96.0,0.0,7.7,31753898.0,Jean-Jacques Annaud,James Oliver Curwood,Tchéky Karyo,
1362,The Milagro Beanfield War,R,1988-03-18,117.0,0.0,6.9,13825794.0,Robert Redford,John Nichols,Rubén Blades,Comedy
1363,18 Again!,PG,1988-04-08,93.0,0.0,5.7,2567099.0,Paul Flaherty,Josh Goldstein,Charlie Schlatter,Comedy
1364,Vice Versa,PG,1988-03-11,98.0,0.0,5.9,13664060.0,Brian Gilbert,Dick Clement,Judge Reinhold,Comedy
1365,Fresh Horses,PG-13,1988-11-18,105.0,0.0,5.1,6640346.0,David Anspaugh,Larry Ketron,Molly Ringwald,Drama
1366,Bat*21,R,1988-10-21,105.0,0.0,6.5,3966256.0,Peter Markle,William C. Anderson,Gene Hackman,Drama
1367,Casual Sex?,R,1988-04-22,97.0,0.0,5.0,12277096.0,Geneviève Robert,Wendy Goldman,Lea Thompson,Comedy
1368,Jack's Back,R,1988-05-06,97.0,0.0,5.9,0.0,Rowdy Herrington,Rowdy Herrington,James Spader,Crime
1369,Bird,R,1988-09-30,161.0,0.0,7.2,2181286.0,Clint Eastwood,Joel Oliansky,Forest Whitaker,Biography
1370,Stealing Home,PG-13,1988-08-26,98.0,0.0,6.7,7467504.0,Steven Kampmann,Steven Kampmann,Mark Harmon,Drama
1371,Salaam Bombay!,Not Rated,1988-10-07,113.0,0.0,8.0,2080758.0,Mira Nair,Mira Nair,Shafiq Syed,Crime
1372,Young Einstein,PG,1989-08-04,91.0,0.0,5.2,11536599.0,Yahoo Serious,Yahoo Serious,Yahoo Serious,Comedy
1373,Punchline,R,1988-10-07,128.0,0.0,5.9,21042667.0,David Seltzer,David Seltzer,Sally Field,Comedy
1374,Return to Snowy River,PG,1988-04-15,99.0,0.0,6.6,13687027.0,Geoff Burrowes,John Dixon,Tom Burlinson,Adventure
1375,Moving,R,1988-03-04,89.0,0.0,6.2,10815378.0,Alan Metter,Andy Breckman,Richard Pryor,Comedy
1376,And God Created Woman,R,1988-03-04,100.0,0.0,4.3,717376.0,Roger Vadim,R.J. Stewart,Rebecca De Mornay,Comedy
1377,High Hopes,PG,1989-05-25,108.0,0.0,7.4,1192322.0,Mike Leigh,Mike Leigh,Phil Davis,Comedy
1378,Little Nikita,PG,1988-03-18,98.0,0.0,6.0,1733070.0,Richard Benjamin,John Hill,Sidney Poitier,Drama
1379,Camille Claudel,R,1989-12-21,175.0,0.0,7.3,3331297.0,Bruno Nuytten,Reine-Marie Paris,Isabelle Adjani,Biography
1380,Torch Song Trilogy,R,1988-12-14,120.0,0.0,7.7,4870903.0,Paul Bogart,Harvey Fierstein,Anne Bancroft,Comedy
1381,Vibes,PG,1988-08-05,99.0,0.0,5.7,1883811.0,Ken Kwapis,Deborah Blum,Cyndi Lauper,Adventure
1382,36 fillette,,1989-01-06,88.0,0.0,6.0,0.0,Catherine Breillat,Catherine Breillat,Delphine Zentout,Romance
1383,D.O.A.,R,1988-03-18,96.0,0.0,6.2,12706478.0,Annabel Jankel,Charles Edward Pogue,Dennis Quaid,Mystery
1384,Braddock: Missing in Action III,R,1988-01-22,103.0,0.0,4.9,6193901.0,Aaron Norris,Arthur Silver,Chuck Norris,Action
1385,Red Scorpion,R,1989-04-21,105.0,0.0,5.2,4192440.0,Joseph Zito,Robert Abramoff,Dolph Lundgren,Action
1386,Drowning by Numbers,R,1991-06-01,118.0,0.0,7.2,424773.0,Peter Greenaway,Peter Greenaway,Bernard Hill,Comedy
1387,Watchers,R,1988-12-02,91.0,0.0,5.4,940173.0,Jon Hess,Dean R. Koontz,Corey Haim,Action
1388,Rocket Gibraltar,PG,1988-09-02,99.0,0.0,6.6,187349.0,Daniel Petrie,Amos Poe,Burt Lancaster,Drama
1389,The Unholy,R,1988-04-22,102.0,0.0,5.0,6337299.0,Camilo Vila,Philip Yordan,Ben Cross,Horror
1390,Not of This Earth,R,1988-05-20,81.0,0.0,4.9,0.0,Jim Wynorski,R.J. Robertson,Traci Lords,Comedy
1391,A New Life,PG-13,1988-03-25,104.0,0.0,5.8,7721852.0,Alan Alda,Alan Alda,Alan Alda,Comedy
1392,1969,R,1988-11-18,95.0,0.0,5.8,5979011.0,Ernest Thompson,Ernest Thompson,Robert Downey Jr.,Drama
1393,Arthur 2: on the Rocks,PG,1988-07-08,113.0,0.0,4.6,14681192.0,Bud Yorkin,Steve Gordon,Dudley Moore,Comedy
1394,Messenger of Death,R,1988-09-17,91.0,0.0,5.5,3074681.0,J. Lee Thompson,Rex Burns,Charles Bronson,Action
1395,Memories of Me,PG-13,1988-10-07,105.0,0.0,5.7,3965604.0,Henry Winkler,Eric Roth,Billy Crystal,Comedy
1396,Chocolat,PG-13,1989-05-01,105.0,0.0,7.3,2319801.0,Claire Denis,Claire Denis,Isaach De Bankolé,Drama
1397,The Couch Trip,R,1988-01-15,97.0,0.0,5.8,11005304.0,Michael Ritchie,Ken Kolb,Dan Aykroyd,Comedy
1398,Without a Clue,PG,1988-10-21,107.0,0.0,7.0,8539181.0,Thom Eberhardt,Gary Murphy,Michael Caine,Comedy
1399,Bad Dreams,R,1988-04-08,80.0,0.0,5.6,9797098.0,Andrew Fleming,Andrew Fleming,Jennifer Rubin,Horror
1400,Another Woman,PG,1988-11-18,81.0,0.0,7.3,1562749.0,Woody Allen,Woody Allen,Gena Rowlands,Drama
1401,Paperhouse,PG-13,1989-02-17,92.0,0.0,6.7,241278.0,Bernard Rose,Catherine Storr,Charlotte Burke,Drama
1402,Sunset,R,1988-04-29,102.0,0.0,5.7,4594452.0,Blake Edwards,Rod Amateau,Bruce Willis,Crime
1403,Cop,R,1988-03-11,110.0,0.0,6.4,1984315.0,James B. Harris,James Ellroy,James Woods,Crime
1404,Pulse,PG-13,1988-03-04,91.0,0.0,5.4,40397.0,Paul Golding,Paul Golding,Cliff De Young,Horror
1405,Stormy Monday,R,1988-05-01,93.0,0.0,6.2,1791328.0,Mike Figgis,Mike Figgis,Melanie Griffith,Crime
1406,Heart of Midnight,R,1989-03-03,93.0,0.0,5.4,0.0,Matthew Chapman,Matthew Chapman,Jennifer Jason Leigh,Drama
1407,Switching Channels,PG,1988-03-04,105.0,0.0,5.9,9129999.0,Ted Kotcheff,Ben Hecht,Kathleen Turner,Comedy
1408,Miles from Home,R,1988-09-16,108.0,0.0,5.7,188964.0,Gary Sinise,Chris Gerolmo,Richard Gere,Action
1409,Clean and Sober,R,1988-08-10,124.0,0.0,6.7,8674093.0,Glenn Gordon Caron,Tod Carroll,Michael Keaton,Drama
1410,Crossing Delancey,PG,1988-09-16,97.0,0.0,6.9,16262415.0,Joan Micklin Silver,Susan Sandler,Amy Irving,Comedy
1411,Things Change,PG,1988-10-21,100.0,0.0,7.0,3527886.0,David Mamet,David Mamet,Don Ameche,Comedy
1412,Kansas,R,1988-09-23,108.0,0.0,5.5,2432536.0,David Stevens,Spencer Eastman,Matt Dillon,Crime
1413,Hot to Trot,PG,1988-08-26,83.0,0.0,4.4,6436211.0,Michael Dinner,Stephen Neigher,Bobcat Goldthwait,Comedy
1414,Shakedown,R,1988-05-06,97.0,0.0,6.0,10068039.0,James Glickenhaus,James Glickenhaus,Peter Weller,Action
1415,976-EVIL,R,1989-03-24,92.0,0.0,5.1,2955917.0,Robert Englund,Rhet Topham,Stephen Geoffreys,Comedy
1416,Pascali's Island,PG-13,1988-08-01,104.0,0.0,6.8,1451857.0,James Dearden,James Dearden,Ben Kingsley,Drama
1417,Everybody's All-American,R,1988-11-04,127.0,0.0,6.2,12638294.0,Taylor Hackford,Frank Deford,Jessica Lange,Drama
1418,Heartbreak Hotel,PG-13,1988-09-30,97.0,0.0,5.7,5509417.0,Chris Columbus,Chris Columbus,David Keith,Comedy
1419,The Chocolate War,R,1988-11-18,100.0,0.0,6.7,303624.0,Keith Gordon,Robert Cormier,John Glover,Drama
1420,It Takes Two,PG-13,1988-07-13,81.0,0.0,5.4,344375.0,David Beaird,Richard Christian Matheson,George Newbern,Comedy
1421,Iron Eagle II,PG,1988-11-11,105.0,0.0,3.8,10497324.0,Sidney J. Furie,Kevin Alyn Elders,Louis Gossett Jr.,Action
1422,Party Line,R,1988-10-01,91.0,0.0,4.9,0.0,William Webb,Richard Brandes,Richard Hatch,Thriller
1423,The Kiss,R,1988-10-14,101.0,0.0,5.4,1869148.0,Pen Densham,Tom Ropelewski,Joanna Pacula,Drama
1424,Spellbinder,R,1988-09-23,99.0,0.0,5.8,657446.0,Janet Greek,Tracy Tormé,Tim Daly,Drama
1425,Patty Hearst,R,1988-09-23,108.0,0.0,6.3,1223326.0,Paul Schrader,Patricia Hearst,Natasha Richardson,Biography
1426,A Handful of Dust,PG,1988-06-24,118.0,0.0,6.6,1560700.0,Charles Sturridge,Evelyn Waugh,James Wilby,Drama
1427,Criminal Law,R,1989-04-28,117.0,0.0,5.7,9974446.0,Martin Campbell,Mark Kasdan,Gary Oldman,Crime
1428,A Summer Story,PG-13,1988-07-23,95.0,0.0,7.3,0.0,Piers Haggard,John Galsworthy,Imogen Stubbs,Drama
1429,Platoon Leader,R,1988-10-01,97.0,0.0,5.4,1348771.0,Aaron Norris,Andrew Deutsch,Tony Pierce,Drama
1430,The Girl in a Swing,R,1989-09-29,119.0,0.0,5.4,747013.0,Gordon Hessler,Richard Adams,Meg Tilly,Drama
1431,Permanent Record,PG-13,1988-04-22,91.0,0.0,6.4,1893139.0,Marisa Silver,Jarre Fees,Alan Boyce,Drama
1432,Hero and the Terror,R,1988-08-26,96.0,0.0,5.3,5301200.0,William Tannen,Michael Blodgett,Chuck Norris,Action
1433,Illegally Yours,PG,1988-05-13,102.0,0.0,4.2,259019.0,Peter Bogdanovich,Michael Kaplan,Rob Lowe,Comedy
1434,Track 29,R,1988-07-12,90.0,0.0,5.9,429028.0,Nicolas Roeg,Dennis Potter,Theresa Russell,Drama
1435,"Distant Voices, Still Lives",PG-13,1988-11-16,84.0,0.0,7.4,771745.0,Terence Davies,Terence Davies,Pete Postlethwaite,Drama
1436,Ernest Saves Christmas,PG,1988-11-11,95.0,0.0,5.6,28202109.0,John R. Cherry III,Ed Turner,Jim Varney,Comedy
1437,Feds,PG-13,1988-10-28,82.0,0.0,5.4,3838793.0,Daniel Goldberg,Len Blum,Rebecca De Mornay,Comedy
1438,Moon Over Parador,PG-13,1988-09-09,103.0,0.0,6.0,11444204.0,Paul Mazursky,Charles G. Booth,Richard Dreyfuss,Comedy
1439,Salome's Last Dance,R,1988-06-01,89.0,0.0,6.5,0.0,Ken Russell,Oscar Wilde,Glenda Jackson,Biography
1440,Off Limits,R,1988-03-11,102.0,0.0,6.2,7242035.0,Christopher Crowe,Christopher Crowe,Willem Dafoe,Action
1441,Tapeheads,R,1988-10-21,93.0,0.0,5.7,343786.0,Bill Fishman,Bill Fishman,John Cusack,Comedy
1442,Apartment Zero,R,1989-09-15,124.0,0.0,7.0,1267578.0,Martin Donovan,Martin Donovan,Hart Bochner,Drama
1443,The Good Mother,R,1988-11-04,103.0,0.0,5.7,4764606.0,Leonard Nimoy,Michael Bortman,Diane Keaton,Drama
1444,Indiana Jones and the Last Crusade,PG-13,1989-05-24,127.0,0.0,8.2,474171806.0,Steven Spielberg,Jeffrey Boam,Harrison Ford,Action
1445,Road House,R,1989-05-19,114.0,0.0,6.6,30050028.0,Rowdy Herrington,R. Lance Hill,Patrick Swayze,Action
1446,Batman,PG-13,1989-06-23,126.0,0.0,7.5,411508343.0,Tim Burton,Bob Kane,Michael Keaton,Action
1447,Bill & Ted's Excellent Adventure,PG,1989-02-17,90.0,0.0,7.0,40508994.0,Stephen Herek,Chris Matheson,Keanu Reeves,Adventure
1448,Field of Dreams,PG,1989-05-05,107.0,0.0,7.5,84431625.0,Phil Alden Robinson,W.P. Kinsella,Kevin Costner,Drama
1449,Dead Poets Society,PG,1989-06-09,128.0,0.0,8.1,235860116.0,Peter Weir,Tom Schulman,Robin Williams,Comedy
1450,The Little Mermaid,G,1989-11-17,83.0,0.0,7.6,211343479.0,Ron Clements,John Musker,Jodi Benson,Animation
1451,The Abyss,PG-13,1989-08-09,140.0,0.0,7.5,90000098.0,James Cameron,James Cameron,Ed Harris,Adventure
1452,Back to the Future Part II,PG,1989-11-22,108.0,0.0,7.8,332500002.0,Robert Zemeckis,Robert Zemeckis,Michael J. Fox,Adventure
1453,Do the Right Thing,R,1989-07-21,120.0,0.0,8.0,37295445.0,Spike Lee,Spike Lee,Danny Aiello,Comedy
1454,"Honey, I Shrunk the Kids",PG,1989-06-23,93.0,0.0,6.4,222724172.0,Joe Johnston,Stuart Gordon,Rick Moranis,Adventure
1455,Turner & Hooch,PG,1989-07-28,97.0,0.0,6.2,71079915.0,Roger Spottiswoode,Dennis Shryack,Tom Hanks,Comedy
1456,Weekend at Bernie's,PG-13,1989-07-05,97.0,0.0,6.4,30218387.0,Ted Kotcheff,Robert Klane,Andrew McCarthy,Adventure
1457,The Karate Kid Part III,PG,1989-06-30,112.0,0.0,5.3,38956288.0,John G. Avildsen,Robert Mark Kamen,Ralph Macchio,Action
1458,"Sex, Lies, and Videotape",R,1989-09-22,100.0,0.0,7.2,24741667.0,Steven Soderbergh,Steven Soderbergh,James Spader,Drama
1459,When Harry Met Sally...,R,1989-07-21,95.0,0.0,7.6,93232006.0,Rob Reiner,Nora Ephron,Billy Crystal,Comedy
1460,Major League,R,1989-04-07,107.0,0.0,7.2,49797148.0,David S. Ward,David S. Ward,Tom Berenger,Comedy
1461,Steel Magnolias,PG,1989-11-22,117.0,0.0,7.3,96759512.0,Herbert Ross,Robert Harling,Shirley MacLaine,Comedy
1462,Pet Sematary,R,1989-04-21,103.0,0.0,6.6,57470138.0,Mary Lambert,Stephen King,Dale Midkiff,Fantasy
1463,Uncle Buck,PG,1989-08-16,100.0,0.0,7.0,79258538.0,John Hughes,John Hughes,John Candy,Comedy
1464,Ghostbusters II,PG,1989-06-16,108.0,0.0,6.6,215394738.0,Ivan Reitman,Dan Aykroyd,Bill Murray,Action
1465,Tango & Cash,R,1989-12-22,104.0,0.0,6.4,63408614.0,Andrey Konchalovskiy,Randy Feldman,Sylvester Stallone,Action
1466,Born on the Fourth of July,R,1990-01-05,145.0,0.0,7.2,161001698.0,Oliver Stone,Ron Kovic,Tom Cruise,Biography
1467,Glory,R,1990-02-16,122.0,0.0,7.8,26979166.0,Edward Zwick,Kevin Jarre,Matthew Broderick,Biography
1468,Parenthood,PG-13,1989-08-02,124.0,0.0,7.0,126297830.0,Ron Howard,Lowell Ganz,Steve Martin,Comedy
1469,Lethal Weapon 2,R,1989-07-07,114.0,0.0,7.2,227853986.0,Richard Donner,Jeffrey Boam,Mel Gibson,Action
1470,National Lampoon's Christmas Vacation,PG-13,1989-12-01,97.0,0.0,7.6,73594646.0,Jeremiah S. Chechik,John Hughes,Chevy Chase,Comedy
1471,The 'Burbs,PG,1989-02-17,102.0,0.0,6.9,49101993.0,Joe Dante,Dana Olsen,Tom Hanks,Comedy
1472,Say Anything,PG-13,1989-04-14,100.0,0.0,7.3,21515196.0,Cameron Crowe,Cameron Crowe,John Cusack,Comedy
1473,License to Kill,PG-13,1989-07-14,133.0,0.0,6.6,156167015.0,John Glen,Michael G. Wilson,Timothy Dalton,Action
1474,Shirley Valentine,R,1989-08-30,108.0,0.0,7.2,6056912.0,Lewis Gilbert,Willy Russell,Pauline Collins,Comedy
1475,Harlem Nights,R,1989-11-17,116.0,0.0,6.1,60864870.0,Eddie Murphy,Eddie Murphy,Eddie Murphy,Comedy
1476,Lock Up,R,1989-08-04,109.0,0.0,6.4,22099847.0,John Flynn,Richard Smith,Sylvester Stallone,Action
1477,"The Cook, the Thief, His Wife & Her Lover",X,1990-04-06,124.0,0.0,7.6,7724701.0,Peter Greenaway,Peter Greenaway,Richard Bohringer,Crime
1478,Warlock,R,1991-01-11,103.0,0.0,6.2,9094451.0,Steve Miner,David Twohy,Julian Sands,Action
1479,"See No Evil, Hear No Evil",R,1989-05-12,103.0,0.0,6.9,46908987.0,Arthur Hiller,Earl Barret,Richard Pryor,Comedy
1480,Casualties of War,R,1989-08-18,113.0,0.0,7.1,18671317.0,Brian De Palma,Daniel Lang,Michael J. Fox,Action
1481,The Package,R,1989-08-25,108.0,0.0,6.4,10647219.0,Andrew Davis,John Bishop,Gene Hackman,Action
1482,My Left Foot,R,1990-03-30,103.0,0.0,7.9,14743391.0,Jim Sheridan,Shane Connaughton,Daniel Day-Lewis,Biography
1483,The War of the Roses,R,1989-12-08,116.0,0.0,6.8,160188546.0,Danny DeVito,Warren Adler,Michael Douglas,Comedy
1484,Wild Orchid,R,1990-04-27,105.0,0.0,4.6,11060485.0,Zalman King,Patricia Louisianna Knop,Mickey Rourke,Drama
1485,Little Monsters,PG,1989-08-25,100.0,0.0,6.1,793775.0,Richard Greenberg,Terry Rossio,Fred Savage,Adventure
1486,The Wizard,PG,1989-12-15,100.0,0.0,6.1,14278900.0,Todd Holland,David Chisholm,Fred Savage,Adventure
1487,UHF,PG-13,1989-07-21,97.0,0.0,7.0,6157157.0,Jay Levey,'Weird Al' Yankovic,'Weird Al' Yankovic,Comedy
1488,Look Who's Talking,PG-13,1989-10-13,93.0,0.0,5.9,296999813.0,Amy Heckerling,Amy Heckerling,John Travolta,Comedy
1489,Star Trek V: The Final Frontier,PG,1989-06-09,107.0,0.0,5.5,52210049.0,William Shatner,Gene Roddenberry,William Shatner,Action
1490,Tie Me Up! Tie Me Down!,NC-17,1990-01-22,101.0,0.0,7.0,4088140.0,Pedro Almodóvar,Pedro Almodóvar,Victoria Abril,Comedy
1491,All Dogs Go to Heaven,G,1989-11-17,84.0,0.0,6.8,27100027.0,Don Bluth,Don Bluth,Dom DeLuise,Animation
1492,Cyborg,R,1989-04-07,86.0,0.0,5.1,10166459.0,Albert Pyun,Albert Pyun,Jean-Claude Van Damme,Action
1493,Always,PG,1989-12-22,122.0,0.0,6.4,74134790.0,Steven Spielberg,Jerry Belson,Richard Dreyfuss,Drama
1494,Leviathan,R,1989-03-17,98.0,0.0,5.8,15704614.0,George P. Cosmatos,David Webb Peoples,Peter Weller,Adventure
1495,Best of the Best,PG-13,1989-11-10,97.0,0.0,6.4,1700000.0,Robert Radler,Phillip Rhee,Eric Roberts,Action
1496,Dead Calm,R,1989-04-07,96.0,0.0,6.8,7825009.0,Phillip Noyce,Terry Hayes,Nicole Kidman,Horror
1497,Kickboxer,R,1989-09-08,97.0,0.0,6.5,14697005.0,Mark DiSalle,Mark DiSalle,Jean-Claude Van Damme,Action
1498,Black Rain,R,1989-09-22,125.0,0.0,6.6,134212055.0,Ridley Scott,Craig Bolotin,Michael Douglas,Action
1499,Troop Beverly Hills,PG,1989-03-24,105.0,0.0,5.8,8508843.0,Jeff Kanew,Ava Ostern Fries,Shelley Long,Adventure
1500,Driving Miss Daisy,PG,1990-01-26,99.0,0.0,7.4,145793296.0,Bruce Beresford,Alfred Uhry,Morgan Freeman,Drama
1501,Drugstore Cowboy,R,1989-10-20,101.0,0.0,7.3,4729352.0,Gus Van Sant,James Fogle,Matt Dillon,Crime
1502,A Nightmare on Elm Street 5: The Dream Child,R,1989-08-11,89.0,0.0,5.1,22168359.0,Stephen Hopkins,Wes Craven,Robert Englund,Fantasy
1503,Dream a Little Dream,PG-13,1989-03-03,114.0,0.0,5.8,5552441.0,Marc Rocco,Daniel Jay Franklin,Corey Feldman,Comedy
1504,Halloween 5: The Revenge of Michael Myers,R,1989-10-13,96.0,0.0,5.1,11642254.0,Dominique Othenin-Girard,John Carpenter,Donald Pleasence,Horror
1505,DeepStar Six,R,1989-01-13,99.0,0.0,5.4,8143225.0,Sean S. Cunningham,Lewis Abernathy,Greg Evigan,Action
1506,Sea of Love,R,1989-09-15,113.0,0.0,6.8,110879513.0,Harold Becker,Richard Price,Al Pacino,Crime
1507,Skin Deep,R,1989-03-03,101.0,0.0,6.1,19674852.0,Blake Edwards,Blake Edwards,John Ritter,Comedy
1508,K-9,PG-13,1989-04-28,101.0,0.0,6.0,78247647.0,Rod Daniel,Steven Siegel,Jim Belushi,Action
1509,Lean on Me,PG-13,1989-03-03,108.0,0.0,7.4,31906454.0,John G. Avildsen,Michael Schiffer,Morgan Freeman,Drama
1510,Henry V,PG-13,1989-11-08,137.0,0.0,7.5,10161099.0,Kenneth Branagh,William Shakespeare,Kenneth Branagh,Action
1511,She's Out of Control,PG,1989-04-14,90.0,0.0,5.4,12065892.0,Stan Dragoti,Seth Winston,Tony Danza,Comedy
1512,Friday the 13th Part VIII: Jason Takes Manhattan,R,1989-07-28,100.0,0.0,4.6,14343976.0,Rob Hedden,Rob Hedden,Jensen Daggett,Adventure
1513,Teen Witch,PG-13,1989-04-28,90.0,0.0,6.1,27843.0,Dorian Walker,Robin Menken,Robyn Lively,Comedy
1514,Valmont,R,1989-11-17,137.0,0.0,7.0,1132112.0,Milos Forman,Choderlos de Laclos,Colin Firth,Drama
1515,Scandal,R,1989-04-28,106.0,0.0,6.5,8800000.0,Michael Caton-Jones,Michael Thomas,John Hurt,Drama
1516,The Fabulous Baker Boys,R,1989-10-13,114.0,0.0,6.9,18428904.0,Steve Kloves,Steve Kloves,Jeff Bridges,Comedy
1517,Shocker,R,1989-10-27,109.0,0.0,5.5,16554699.0,Wes Craven,Wes Craven,Michael Murphy,Comedy
1518,Next of Kin,R,1989-10-20,108.0,0.0,5.8,15942628.0,John Irvin,Michael Jenning,Patrick Swayze,Action
1519,The Fly II,R,1989-02-10,105.0,0.0,5.1,38903179.0,Chris Walas,Mick Garris,Eric Stoltz,Drama
1520,She-Devil,PG-13,1989-12-08,99.0,0.0,5.6,15351421.0,Susan Seidelman,Fay Weldon,Meryl Streep,Comedy
