movie_id,title,movie_rating,release_date,run_time,meta_score,imdb_rating,box_office,director,writer,actor,genre_name
3557,Humanity,Not Rated,1999-10-27,141.0,0.0,6.9,0.0,Bruno Dumont,Bruno Dumont,Emmanuel Schotté,Drama
3558,The End of the Affair,R,2000-01-21,102.0,0.0,7.1,10827816.0,Neil Jordan,Graham Greene,Ralph Fiennes,Drama
3559,"Mystery, Alaska",R,1999-10-01,119.0,0.0,6.7,8891623.0,Jay Roach,David E. Kelley,Russell Crowe,Comedy
3560,Baby Geniuses,PG,1999-03-12,97.0,0.0,2.7,36450736.0,Bob Clark,Steven Paul,Kathleen Turner,Comedy
3561,My Favorite Martian,PG,1999-02-12,94.0,0.0,5.1,36850101.0,Donald Petrie,John L. Greene,Christopher Lloyd,Comedy
3562,Beau travail,Unrated,2000-05-03,92.0,0.0,7.4,0.0,Claire Denis,Claire Denis,Denis Lavant,Drama
3563,Anywhere But Here,PG-13,1999-11-12,114.0,0.0,6.2,23631929.0,Wayne Wang,Mona Simpson,Susan Sarandon,Comedy
3564,Ride with the Devil,R,1999-11-05,138.0,0.0,6.7,635096.0,Ang Lee,Daniel Woodrell,Tobey Maguire,Drama
3565,200 Cigarettes,R,1999-02-26,101.0,0.0,6.0,6852450.0,Risa Bramon Garcia,Shana Larsen,Ben Affleck,Comedy
3566,Edtv,PG-13,1999-03-26,122.0,0.0,6.1,35242897.0,Ron Howard,Émile Gaudreault,Matthew McConaughey,Comedy
3567,Sunshine,R,2000-07-14,181.0,0.0,7.5,7918035.0,István Szabó,István Szabó,Ralph Fiennes,Drama
3568,Random Hearts,R,1999-10-08,133.0,0.0,5.2,74608570.0,Sydney Pollack,Warren Adler,Harrison Ford,Drama
3569,Mickey Blue Eyes,PG-13,1999-08-20,102.0,0.0,5.9,54264342.0,Kelly Makin,Adam Scheinman,Hugh Grant,Comedy
3570,Asterix and Obelix vs. Caesar,Not Rated,2000-07-14,109.0,0.0,6.0,1632567.0,Claude Zidi,René Goscinny,Christian Clavier,Adventure
3571,Fantasia 2000,G,2000-06-16,75.0,0.0,7.2,90874570.0,Directors,Eric Goldberg,James Levine,Animation
3572,The Rage: Carrie 2,R,1999-03-12,104.0,0.0,4.7,17762705.0,Katt Shea,Stephen King,Emily Bergl,Horror
3573,The Astronaut's Wife,R,1999-08-27,109.0,0.0,5.4,19598588.0,Rand Ravich,Rand Ravich,Charlize Theron,Drama
3574,Muppets from Space,G,1999-07-14,87.0,0.0,6.3,22323612.0,Tim Hill,Jerry Juhl,Dave Goelz,Adventure
3575,The Wind Will Carry Us,Not Rated,1999-11-24,118.0,0.0,7.5,259510.0,Abbas Kiarostami,Mahmoud Aiden,Behzad Dorani,Drama
3576,Eye of the Beholder,R,2000-01-28,109.0,0.0,5.0,17589705.0,Stephan Elliott,Marc Behm,Ewan McGregor,Drama
3577,The Wood,R,1999-07-16,106.0,0.0,7.0,25059640.0,Rick Famuyiwa,Rick Famuyiwa,Elayn J. Taylor,Comedy
3578,Flawless,R,1999-11-24,112.0,0.0,6.5,4488529.0,Joel Schumacher,Joel Schumacher,Robert De Niro,Comedy
3579,Love Stinks,R,1999-09-10,94.0,0.0,5.8,2924635.0,Jeff Franklin,Jeff Franklin,French Stewart,Comedy
3580,Pushing Tin,R,1999-04-23,124.0,0.0,6.0,8408835.0,Mike Newell,Darcy Frey,John Cusack,Comedy
3581,The Adventures of Elmo in Grouchland,G,1999-10-01,73.0,0.0,5.8,11683047.0,Gary Halvorson,Mitchell Kriegman,Kevin Clash,Adventure
3582,In Dreams,R,1999-01-15,100.0,0.0,5.5,12017369.0,Neil Jordan,Bari Wood,Annette Bening,Drama
3583,Topsy-Turvy,R,2000-02-11,160.0,0.0,7.4,6208548.0,Mike Leigh,Mike Leigh,Jim Broadbent,Biography
3584,Instinct,R,1999-06-04,126.0,0.0,6.6,34105207.0,Jon Turteltaub,Gerald Di Pego,Anthony Hopkins,Drama
3585,Dudley Do-Right,PG,1999-08-27,77.0,0.0,3.9,9974410.0,Hugh Wilson,Jay Ward,Brendan Fraser,Comedy
3586,The Deep End of the Ocean,PG-13,1999-03-12,106.0,0.0,6.4,28121100.0,Ulu Grosbard,Jacquelyn Mitchard,Michelle Pfeiffer,Drama
3587,Outside Providence,R,1999-09-01,96.0,0.0,6.4,7302522.0,Michael Corrente,Peter Farrelly,Shawn Hatosy,Comedy
3588,Kikujiro,PG-13,2000-05-26,122.0,0.0,7.8,461259.0,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano,Drama
3589,Simply Irresistible,PG-13,1999-02-05,96.0,0.0,5.3,4398989.0,Mark Tarlov,Judith Roberts,Sarah Michelle Gellar,Comedy
3590,Godzilla 2000: Millennium,PG,2000-08-18,99.0,0.0,6.1,12924063.0,Takao Okawara,Hiroshi Kashiwabara,Takehiro Murata,Action
3591,The Story of Us,R,1999-10-15,95.0,0.0,6.0,58900031.0,Rob Reiner,Alan Zweibel,Bruce Willis,Comedy
3592,East Is East,R,2000-06-02,96.0,0.0,6.9,4177818.0,Damien O'Donnell,Ayub Khan-Din,Om Puri,Comedy
3593,Pokémon the Movie 2000,G,2000-07-21,99.0,0.0,6.1,133949270.0,Michael Haigney,Satoshi Tajiri,Veronica Taylor,Animation
3594,Sweet and Lowdown,PG-13,2000-03-10,95.0,0.0,7.2,4525794.0,Woody Allen,Woody Allen,Sean Penn,Comedy
3595,Bats,PG-13,1999-10-22,91.0,0.0,3.9,10155690.0,Louis Morneau,John Logan,Lou Diamond Phillips,Horror
3596,At First Sight,PG-13,1999-01-15,128.0,0.0,6.0,22365133.0,Irwin Winkler,Oliver Sacks,Val Kilmer,Drama
3597,An Ideal Husband,PG-13,1999-06-30,97.0,0.0,6.8,18542974.0,Oliver Parker,Oscar Wilde,Rupert Everett,Comedy
3598,Coming Soon,R,1999-04-17,96.0,0.0,4.4,5453.0,Colette Burson,Colette Burson,Bonnie Root,Comedy
3599,Tea with Mussolini,PG,1999-05-14,117.0,0.0,6.9,14401563.0,Franco Zeffirelli,John Mortimer,Maggie Smith,Comedy
3600,Gloria,R,1999-01-22,108.0,0.0,5.2,4197729.0,Sidney Lumet,John Cassavetes,Sharon Stone,Crime
3601,Cookie's Fortune,PG-13,1999-04-16,118.0,0.0,6.9,10920544.0,Robert Altman,Anne Rapp,Glenn Close,Comedy
3602,Julien Donkey-Boy,R,2000-09-13,94.0,0.0,6.8,92442.0,Harmony Korine,Harmony Korine,Ewen Bremner,Comedy
3603,Three to Tango,PG-13,1999-10-22,98.0,0.0,6.1,10570375.0,Damon Santostefano,Rodney Patrick Vaccaro,Neve Campbell,Comedy
3604,Onegin,R,1999-11-19,106.0,0.0,6.8,206128.0,Martha Fiennes,Peter Ettedgui,Ralph Fiennes,Drama
3605,Jin-Roh: The Wolf Brigade,R,1999-11-17,102.0,0.0,7.4,94591.0,Hiroyuki Okiura,Mamoru Oshii,Michael Dobson,Animation
3606,Mumford,R,1999-09-24,112.0,0.0,6.8,4555459.0,Lawrence Kasdan,Lawrence Kasdan,Loren Dean,Comedy
3607,Wing Commander,PG-13,1999-03-12,100.0,0.0,4.3,11578059.0,Chris Roberts,Chris Roberts,Freddie Prinze Jr.,Action
3608,The Corruptor,R,1999-03-12,110.0,0.0,6.1,24493601.0,James Foley,Robert Pucci,Chow Yun-Fat,Action
3609,Snow Falling on Cedars,PG-13,2000-01-07,127.0,0.0,6.8,23049593.0,Scott Hicks,David Guterson,Ethan Hawke,Drama
3610,Music of the Heart,PG,1999-10-29,124.0,0.0,6.8,14936407.0,Wes Craven,Pamela Gray,Meryl Streep,Drama
3611,The Love Letter,PG-13,1999-05-21,88.0,0.0,5.5,9177355.0,Peter Ho-Sun Chan,Cathleen Schine,Kate Capshaw,Comedy
3612,The Bachelor,PG-13,1999-11-05,101.0,0.0,5.1,36911617.0,Gary Sinyor,Roi Cooper Megrue,Chris O'Donnell,Comedy
3613,In Too Deep,R,1999-08-25,95.0,0.0,6.3,14011454.0,Michael Rymer,Michael Henry Brown,Omar Epps,Crime
3614,Black & White,R,2000-04-05,98.0,0.0,4.9,5541431.0,James Toback,James Toback,Ben Stiller,Crime
3615,Crazy in Alabama,PG-13,1999-10-22,111.0,0.0,6.2,2005840.0,Antonio Banderas,Mark Childress,Melanie Griffith,Comedy
3616,Lost & Found,PG-13,1999-04-23,100.0,0.0,5.1,6552255.0,Jeff Pollack,J.B. Cook,David Spade,Comedy
3617,The Piano Player,Not Rated,1999-10-21,112.0,0.0,7.8,646532.0,Rolf Schübel,Ruth Toma,Joachim Król,Romance
3618,The Mod Squad,R,1999-03-26,92.0,0.0,4.3,13263993.0,Scott Silver,Buddy Ruskin,Claire Danes,Action
3619,Best Laid Plans,R,1999-05-14,92.0,0.0,6.1,27816.0,Mike Barker,Ted Griffin,Alessandro Nivola,Crime
3620,Play It to the Bone,R,2000-01-21,124.0,0.0,5.5,8678812.0,Ron Shelton,Ron Shelton,Woody Harrelson,Comedy
3621,Jakob the Liar,PG-13,1999-09-24,120.0,0.0,6.5,4956401.0,Peter Kassovitz,Jurek Becker,Robin Williams,Drama
3622,Cradle Will Rock,R,2000-01-21,132.0,0.0,6.8,2986932.0,Tim Robbins,Tim Robbins,Hank Azaria,Drama
3623,Plunkett & Macleane,R,1999-04-02,99.0,0.0,6.4,474900.0,Jake Scott,Selwyn Roberts,Robert Carlyle,Action
3624,Breakfast of Champions,R,1999-02-18,110.0,0.0,4.6,178278.0,Alan Rudolph,Kurt Vonnegut Jr.,Bruce Willis,Comedy
3625,The Winslow Boy,G,1999-10-29,104.0,0.0,7.3,3957934.0,David Mamet,Terence Rattigan,Rebecca Pidgeon,Drama
3626,Liberty Heights,R,1999-12-31,127.0,0.0,7.0,3736868.0,Barry Levinson,Barry Levinson,Adrien Brody,Comedy
3627,The Color of Paradise,PG,2000-09-07,90.0,0.0,8.2,2777552.0,Majid Majidi,Majid Majidi,Hossein Mahjoub,Drama
3628,Rosetta,R,1999-09-22,95.0,0.0,7.5,293092.0,Jean-Pierre Dardenne,Jean-Pierre Dardenne,Émilie Dequenne,Drama
3629,Trick,R,1999-07-23,89.0,0.0,7.2,2087228.0,Jim Fall,Jason Schafer,Christian Campbell,Comedy
3630,A Room for Romeo Brass,R,2000-02-04,90.0,0.0,7.6,19478.0,Shane Meadows,Robyn Slovo,Martin Arrowsmith,Comedy
3631,An Affair of Love,R,1999-09-04,80.0,0.0,7.1,401299.0,Frédéric Fonteyne,Philippe Blasband,Nathalie Baye,Drama
3632,The Loss of Sexual Innocence,R,2000-01-07,106.0,0.0,5.4,164022.0,Mike Figgis,Mike Figgis,Julian Sands,Drama
3633,Aimee & Jaguar,Not Rated,1999-02-11,125.0,0.0,7.2,927107.0,Max Färberböck,Max Färberböck,Maria Schrader,Biography
3634,The Out-of-Towners,PG-13,1999-04-02,90.0,0.0,5.5,28544120.0,Sam Weisman,Neil Simon,Steve Martin,Comedy
3635,A Map of the World,R,2000-01-21,125.0,0.0,6.6,570708.0,Scott Elliott,Jane Hamilton,Sigourney Weaver,Drama
3636,The Minus Man,R,1999-10-08,111.0,0.0,6.1,370668.0,Hampton Fancher,Lew McCreary,Owen Wilson,Crime
3637,Terror Firmer,R,1999-06-20,124.0,0.0,6.2,0.0,Lloyd Kaufman,Patrick Cassidy,Will Keenan,Comedy
3638,8 ½ Women,R,1999-12-10,118.0,0.0,5.8,437568.0,Peter Greenaway,Peter Greenaway,John Standing,Comedy
3639,The King and I,G,1999-03-19,87.0,0.0,4.5,11993021.0,Richard Rich,Oscar Hammerstein II,Miranda Richardson,Animation
3640,Jesus' Son,R,2000-07-07,107.0,0.0,6.9,1302067.0,Alison Maclean,Denis Johnson,Billy Crudup,Drama
3641,"Happy, Texas",PG-13,1999-12-03,98.0,0.0,6.3,1955933.0,Mark Illsley,Ed Stone,Jeremy Northam,Comedy
3642,La fille sur le pont,R,1999-03-31,90.0,0.0,7.5,0.0,Patrice Leconte,Serge Frydman,Vanessa Paradis,Comedy
3643,Joe the King,R,1999-01-22,93.0,0.0,6.7,60279.0,Frank Whaley,Frank Whaley,Noah Fleiss,Crime
3644,Almost Famous,R,2000-09-22,122.0,0.0,7.9,47386287.0,Cameron Crowe,Cameron Crowe,Billy Crudup,Adventure
3645,American Psycho,R,2000-04-14,101.0,0.0,7.6,34266564.0,Mary Harron,Bret Easton Ellis,Christian Bale,Comedy
3646,Gladiator,R,2000-05-05,155.0,0.0,8.5,465380802.0,Ridley Scott,David Franzoni,Russell Crowe,
3647,Snatch,R,2001-01-19,102.0,0.0,8.3,83557872.0,Guy Ritchie,Guy Ritchie,Jason Statham,Comedy
3648,Requiem for a Dream,Unrated,2000-12-15,102.0,0.0,8.3,7390108.0,Darren Aronofsky,Hubert Selby Jr.,Ellen Burstyn,Drama
3649,Memento,R,2001-05-25,113.0,0.0,8.4,40047078.0,Christopher Nolan,Christopher Nolan,Guy Pearce,Mystery
3650,Malena,R,2001-02-02,108.0,0.0,7.5,14493284.0,Giuseppe Tornatore,Giuseppe Tornatore,Monica Bellucci,Comedy
3651,Cast Away,PG-13,2000-12-22,143.0,0.0,7.8,429632142.0,Robert Zemeckis,William Broyles Jr.,Tom Hanks,Adventure
3652,Scary Movie,R,2000-07-07,88.0,0.0,6.2,278019771.0,Keenen Ivory Wayans,Shawn Wayans,Anna Faris,Comedy
3653,The Perfect Storm,PG-13,2000-06-30,130.0,0.0,6.4,328718434.0,Wolfgang Petersen,Sebastian Junger,George Clooney,Action
3654,Coyote Ugly,PG-13,2000-08-04,100.0,0.0,5.7,113916474.0,David McNally,Gina Wendkos,Piper Perabo,Comedy
3655,X-Men,PG-13,2000-07-14,104.0,0.0,7.4,296339528.0,Bryan Singer,Tom DeSanto,Patrick Stewart,Action
3656,Space Cowboys,PG-13,2000-08-04,130.0,0.0,6.4,128884132.0,Clint Eastwood,Ken Kaufman,Clint Eastwood,Action
3657,The Patriot,R,2000-06-28,165.0,0.0,7.2,215294342.0,Roland Emmerich,Robert Rodat,Mel Gibson,Action
3658,Erin Brockovich,R,2000-03-17,131.0,0.0,7.4,256271286.0,Steven Soderbergh,Susannah Grant,Julia Roberts,Biography
3659,Unbreakable,PG-13,2000-11-22,106.0,0.0,7.3,248118121.0,M. Night Shyamalan,M. Night Shyamalan,Bruce Willis,Drama
3660,Charlie's Angels,PG-13,2000-11-03,98.0,0.0,5.6,264105545.0,McG,Ryan Rowe,Cameron Diaz,Action
3661,Road Trip,R,2000-05-19,93.0,0.0,6.4,119754278.0,Todd Phillips,Todd Phillips,Breckin Meyer,Comedy
3662,The Beach,R,2000-02-11,119.0,0.0,6.7,144056873.0,Danny Boyle,John Hodge,Leonardo DiCaprio,Adventure
3663,Bring It on,PG-13,2000-08-25,98.0,0.0,6.0,90449929.0,Peyton Reed,Jessica Bendinger,Kirsten Dunst,Comedy
3664,Remember the Titans,PG,2000-09-29,113.0,0.0,7.8,136771683.0,Boaz Yakin,Gregory Allen Howard,Denzel Washington,Biography
3665,Mission: Impossible II,PG-13,2000-05-24,123.0,0.0,6.1,546388108.0,John Woo,Bruce Geller,Tom Cruise,Action
3666,"O Brother, Where Art Thou?",PG-13,2001-02-02,107.0,0.0,7.7,71870729.0,Joel Coen,Homer,George Clooney,Adventure
3667,The 6th Day,PG-13,2000-11-17,123.0,0.0,5.9,96085477.0,Roger Spottiswoode,Cormac Wibberley,Arnold Schwarzenegger,Action
3668,Chicken Run,G,2000-06-23,84.0,0.0,7.0,224834564.0,Peter Lord,Peter Lord,Mel Gibson,Animation
3669,The Cell,R,2000-08-18,107.0,0.0,6.4,104155843.0,Tarsem Singh,Mark Protosevich,Jennifer Lopez,Crime
3670,Final Destination,R,2000-03-17,98.0,0.0,6.7,112880294.0,James Wong,Glen Morgan,Devon Sawa,Horror
3671,Traffic,R,2001-01-05,147.0,0.0,7.6,207515725.0,Steven Soderbergh,Simon Moore,Michael Douglas,Crime
3672,Sexy Beast,R,2001-07-13,89.0,0.0,7.3,10045677.0,Jonathan Glazer,Louis Mellis,Ray Winstone,Crime
3673,In the Mood for Love,PG,2001-03-09,98.0,0.0,8.1,14244250.0,Kar-Wai Wong,Kar-Wai Wong,Tony Chiu-Wai Leung,Drama
3674,What Lies Beneath,PG-13,2000-07-21,130.0,0.0,6.6,291420351.0,Robert Zemeckis,Clark Gregg,Harrison Ford,Drama
3675,The Emperor's New Groove,G,2000-12-15,78.0,0.0,7.4,169661687.0,Mark Dindal,Chris Williams,David Spade,Animation
3676,"Crouching Tiger, Hidden Dragon",PG-13,2001-01-12,120.0,0.0,7.8,213525736.0,Ang Lee,Hui-Ling Wang,Chow Yun-Fat,Action
3677,Gone in 60 Seconds,PG-13,2000-06-09,118.0,0.0,6.5,237202299.0,Dominic Sena,H.B. Halicki,Nicolas Cage,Action
3678,"Dude, Where's My Car?",PG-13,2000-12-15,83.0,0.0,5.5,73180723.0,Danny Leiner,Philip Stark,Ashton Kutcher,Comedy
3679,Meet the Parents,PG-13,2000-10-06,108.0,0.0,7.0,330444045.0,Jay Roach,Greg Glienna,Ben Stiller,Comedy
3680,Pitch Black,R,2000-02-18,109.0,0.0,7.1,53187659.0,David Twohy,Jim Wheat,Radha Mitchell,Action
3681,Hollow Man,R,2000-08-04,112.0,0.0,5.8,190213455.0,Paul Verhoeven,Gary Scott Thompson,Kevin Bacon,Action
3682,Ginger Snaps,Not Rated,2001-05-11,108.0,0.0,6.8,2554.0,John Fawcett,Karen Walton,Emily Perkins,Drama
3683,Miss Congeniality,PG-13,2000-12-22,109.0,0.0,6.3,212742720.0,Donald Petrie,Marc Lawrence,Sandra Bullock,Action
3684,High Fidelity,R,2000-03-31,113.0,0.0,7.5,47126295.0,Stephen Frears,Nick Hornby,John Cusack,Comedy
3685,Battlefield Earth,PG-13,2000-05-12,118.0,0.0,2.5,29725663.0,Roger Christian,Corey Mandell,John Travolta,Action
3686,Scream 3,R,2000-02-04,116.0,0.0,5.6,161834276.0,Wes Craven,Kevin Williamson,David Arquette,Horror
3687,Best in Show,PG-13,2000-10-20,90.0,0.0,7.5,20789556.0,Christopher Guest,Christopher Guest,Fred Willard,Comedy
3688,The Whole Nine Yards,R,2000-02-18,98.0,0.0,6.7,106371651.0,Jonathan Lynn,Mitchell Kapner,Bruce Willis,Comedy
3689,Chocolat,PG-13,2001-01-19,121.0,0.0,7.2,152699976.0,Lasse Hallström,Joanne Harris,Juliette Binoche,
3690,Billy Elliot,R,2000-11-10,110.0,0.0,7.7,109283018.0,Stephen Daldry,Lee Hall,Jamie Bell,Drama
3691,Amores Perros,R,2001-04-13,154.0,0.0,8.1,20908467.0,Alejandro G. Iñárritu,Guillermo Arriaga,Emilio Echevarría,Drama
3692,"Me, Myself & Irene",R,2000-06-23,116.0,0.0,6.6,149270999.0,Bobby Farrelly,Peter Farrelly,Jim Carrey,Comedy
3693,U-571,PG-13,2000-04-21,116.0,0.0,6.6,127666415.0,Jonathan Mostow,Jonathan Mostow,Matthew McConaughey,Action
3694,Bedazzled,PG-13,2000-10-20,93.0,0.0,6.0,90383208.0,Harold Ramis,Peter Cook,Brendan Fraser,Comedy
3695,The Road to El Dorado,PG,2000-03-31,89.0,0.0,6.9,76432727.0,Bibo Bergeron,Terry Rossio,Kevin Kline,Animation
3696,Scarlet Diva,R,2000-05-26,90.0,0.0,5.0,18062.0,Asia Argento,Asia Argento,Asia Argento,Drama
3697,Dinosaur,PG,2000-05-19,82.0,0.0,6.5,349822765.0,Eric Leighton,Thom Enriquez,D.B. Sweeney,Animation
3698,How the Grinch Stole Christmas,PG,2000-11-17,104.0,0.0,6.2,363597184.0,Ron Howard,Dr. Seuss,Jim Carrey,Comedy
3699,Dancer in the Dark,R,2000-10-06,140.0,0.0,8.0,40059672.0,Lars von Trier,Lars von Trier,Björk,Crime
3700,What Women Want,PG-13,2000-12-15,127.0,0.0,6.4,374111707.0,Nancy Meyers,Josh Goldsmith,Mel Gibson,Comedy
3701,The Gift,R,2001-01-19,111.0,0.0,6.7,44567606.0,Sam Raimi,Billy Bob Thornton,Cate Blanchett,Drama
3702,The Family Man,PG-13,2000-12-22,125.0,0.0,6.8,124745083.0,Brett Ratner,David Diamond,Nicolas Cage,Comedy
3703,Mission to Mars,PG,2000-03-10,114.0,0.0,5.7,110983407.0,Brian De Palma,Lowell Cannon,Tim Robbins,Adventure
3704,The Replacements,PG-13,2000-08-11,118.0,0.0,6.6,50054511.0,Howard Deutch,Vince McKewin,Keanu Reeves,Comedy
3705,Next Friday,R,2000-01-12,98.0,0.0,6.2,59827328.0,Steve Carr,Ice Cube,Ice Cube,Comedy
3706,Under Suspicion,R,2000-11-15,110.0,0.0,6.5,1308242.0,Stephen Hopkins,John Wainwright,Morgan Freeman,
3707,Little Nicky,PG-13,2000-11-10,90.0,0.0,5.3,58292295.0,Steven Brill,Tim Herlihy,Adam Sandler,Comedy
3708,Boiler Room,R,2000-02-18,120.0,0.0,7.0,28780255.0,Ben Younger,Ben Younger,Giovanni Ribisi,Crime
3709,Where the Heart Is,PG-13,2000-04-28,120.0,0.0,6.7,40863718.0,Matt Williams,Lowell Ganz,Natalie Portman,
3710,Frequency,PG-13,2000-04-28,118.0,0.0,7.3,68106245.0,Gregory Hoblit,Toby Emmerich,Dennis Quaid,Crime
3711,Men of Honor,R,2000-11-10,129.0,0.0,7.2,82343495.0,George Tillman Jr.,Scott Marshall Smith,Cuba Gooding Jr.,Biography
3712,28 Days,PG-13,2000-04-14,103.0,0.0,6.1,62198945.0,Betty Thomas,Susannah Grant,Sandra Bullock,Comedy
3713,Love & Basketball,PG-13,2000-04-21,124.0,0.0,7.2,27728118.0,Gina Prince-Bythewood,Gina Prince-Bythewood,Sanaa Lathan,Drama
3714,Shanghai Noon,PG-13,2000-05-26,110.0,0.0,6.6,99274467.0,Tom Dey,Miles Millar,Jackie Chan,Action
3715,The Little Vampire,PG,2000-10-27,95.0,0.0,5.8,27965865.0,Uli Edel,Angela Sommer-Bodenburg,Jonathan Lipnicki,Adventure
3716,Quills,R,2001-01-19,124.0,0.0,7.3,17989227.0,Philip Kaufman,Doug Wright,Geoffrey Rush,Biography
3717,Pay It Forward,PG-13,2000-10-20,123.0,0.0,7.2,55707411.0,Mimi Leder,Catherine Ryan Hyde,Kevin Spacey,Drama
3718,Vertical Limit,PG-13,2000-12-08,124.0,0.0,5.9,215663859.0,Martin Campbell,Robert King,Scott Glenn,Action
3719,The Flintstones in Viva Rock Vegas,PG,2000-04-28,90.0,0.0,3.7,59468275.0,Brian Levant,William Hanna,Mark Addy,Comedy
3720,Baise-moi,Not Rated,2000-06-28,77.0,0.0,4.5,940944.0,Virginie Despentes,Virginie Despentes,Raffaëla Anderson,Crime
3721,Reindeer Games,R,2000-02-25,104.0,0.0,5.8,32168970.0,John Frankenheimer,Ehren Kruger,Ben Affleck,Action
3722,Dracula 2000,R,2000-12-22,99.0,0.0,4.9,47053625.0,Patrick Lussier,Joel Soisson,Gerard Butler,Action
3723,102 Dalmatians,G,2000-11-22,100.0,0.0,4.9,183611771.0,Kevin Lima,Dodie Smith,Glenn Close,Adventure
3724,Red Planet,PG-13,2000-11-10,106.0,0.0,5.7,33463969.0,Antony Hoffman,Chuck Pfarrer,Val Kilmer,Action
3725,Dungeons & Dragons,PG-13,2000-12-08,107.0,0.0,3.7,33978694.0,Courtney Solomon,Topper Lilien,Justin Whalin,Action
3726,Get Carter,R,2000-10-06,102.0,0.0,5.2,19412993.0,Stephen Kay,Ted Lewis,Sylvester Stallone,Action
3727,Wonder Boys,R,2000-02-25,107.0,0.0,7.3,33426588.0,Curtis Hanson,Michael Chabon,Michael Douglas,Comedy
3728,Shaft,R,2000-06-16,99.0,0.0,6.0,107626125.0,John Singleton,Ernest Tidyman,Samuel L. Jackson,Action
3729,Finding Forrester,PG-13,2001-01-12,136.0,0.0,7.3,80049764.0,Gus Van Sant,Mike Rich,Sean Connery,Drama
3730,The Legend of Bagger Vance,PG-13,2000-11-03,126.0,0.0,6.7,39459427.0,Robert Redford,Steven Pressfield,Will Smith,Drama
3731,Titan A.E.,PG,2000-06-16,94.0,0.0,6.6,36754634.0,Don Bluth,Hans Bauer,Matt Damon,Animation
3732,Snow Day,PG,2000-02-11,89.0,0.0,5.1,62464731.0,Chris Koch,Will McRobb,Chevy Chase,Adventure
3733,The Watcher,R,2000-09-08,97.0,0.0,5.3,47267829.0,Joe Charbanic,Darcy Meyers,James Spader,Crime
3734,The Skulls,PG-13,2000-03-31,106.0,0.0,5.6,50802120.0,Rob Cohen,John Pogue,Joshua Jackson,Action
3735,Romeo Must Die,R,2000-03-22,115.0,0.0,6.1,91036760.0,Andrzej Bartkowiak,Mitchell Kapner,Jet Li,Action
3736,Big Momma's House,PG-13,2000-06-02,99.0,0.0,5.2,173959438.0,Raja Gosnell,Darryl Quarles,Martin Lawrence,Action
3737,Drowning Mona,PG-13,2000-03-03,96.0,0.0,5.7,15910104.0,Nick Gomez,Peter Steinfeld,Danny DeVito,Comedy
3738,Chopper,R,2000-08-03,94.0,0.0,7.2,238471.0,Andrew Dominik,Mark Brandon Read,Eric Bana,Biography
3739,Keeping the Faith,PG-13,2000-04-14,128.0,0.0,6.4,59945183.0,Edward Norton,Stuart Blumberg,Ben Stiller,Comedy
3740,Center Stage,PG-13,2000-05-12,115.0,0.0,6.7,26385941.0,Nicholas Hytner,Carol Heikkinen,Amanda Schull,Drama
3741,Dancing at the Blue Iguana,R,2001-10-11,123.0,0.0,5.7,122121.0,Michael Radford,Michael Radford,Charlotte Ayanna,Drama
3742,Book of Shadows: Blair Witch 2,R,2000-10-27,90.0,0.0,4.0,47737094.0,Joe Berlinger,Daniel Myrick,Jeffrey Donovan,Adventure
3743,Rules of Engagement,R,2000-04-07,128.0,0.0,6.4,71732303.0,William Friedkin,Jim Webb,Tommy Lee Jones,Drama
3744,Thirteen Days,PG-13,2001-01-12,145.0,0.0,7.3,66579890.0,Roger Donaldson,David Self,Kevin Costner,Drama
3745,You Can Count on Me,R,2000-12-22,111.0,0.0,7.5,11242521.0,Kenneth Lonergan,Kenneth Lonergan,Laura Linney,Drama
3746,The Kid,PG,2000-07-07,104.0,0.0,6.1,110317580.0,Jon Turteltaub,Audrey Wells,Bruce Willis,Comedy
3747,All the Pretty Horses,PG-13,2000-12-25,116.0,0.0,5.8,18133495.0,Billy Bob Thornton,Cormac McCarthy,Matt Damon,Drama
3748,Hanging Up,PG-13,2000-02-18,94.0,0.0,4.9,51880044.0,Diane Keaton,Delia Ephron,Diane Keaton,Comedy
3749,Yi Yi,Not Rated,2000-12-16,173.0,0.0,8.2,1196218.0,Edward Yang,Edward Yang,Nien-Jen Wu,Drama
3750,The Dish,PG-13,2001-05-04,101.0,0.0,7.2,16575074.0,Rob Sitch,Santo Cilauro,Sam Neill,Comedy
3751,Supernova,PG-13,2000-01-14,90.0,0.0,4.9,14828081.0,Walter Hill,William Malone,James Spader,Horror
3752,Loser,PG-13,2000-07-21,98.0,0.0,5.3,18404706.0,Amy Heckerling,Amy Heckerling,Jason Biggs,Comedy
3753,Down to You,PG-13,2000-01-21,91.0,0.0,5.0,24419914.0,Kris Isacsson,Kris Isacsson,Freddie Prinze Jr.,Comedy
3754,The Way of the Gun,R,2000-09-08,119.0,0.0,6.7,13200972.0,Christopher McQuarrie,Christopher McQuarrie,Ryan Phillippe,Action
3755,The Adventures of Rocky & Bullwinkle,PG,2000-06-30,92.0,0.0,4.2,35134820.0,Des McAnuff,Jay Ward,Robert De Niro,Animation
3756,Cecil B. Demented,R,2000-09-01,87.0,0.0,6.2,1961544.0,John Waters,John Waters,Melanie Griffith,Comedy
3757,Nutty Professor II: the Klumps,PG-13,2000-07-28,106.0,0.0,4.4,166339890.0,Peter Segal,Jerry Lewis,Eddie Murphy,Comedy
