genre_id,genre_name
1,Drama
2,Adventure
3,Action
4,Comedy
5,Comedy
6,Horror
7,Action
8,Biography
9,Action
10,Biography
11,Action
12,Adventure
13,Adventure
14,Drama
15,Crime
16,Drama
17,Drama
18,Comedy
19,Horror
20,Comedy
21,Crime
22,Adventure
23,Action
24,Fantasy
25,Drama
26,Horror
27,Comedy
28,Action
29,Crime
30,Crime
31,Comedy
32,Horror
33,Action
34,Drama
35,Comedy
36,Comedy
37,Comedy
38,Comedy
39,Drama
40,Biography
41,Family
42,Drama
43,Action
44,Biography
45,Horror
46,Comedy
47,Action
48,Horror
49,Action
50,Biography
51,Comedy
52,Comedy
53,Biography
54,Action
55,Comedy
56,Comedy
57,Action
58,Comedy
59,Action
60,Sci-Fi
61,Adventure
62,Drama
63,Comedy
64,Drama
65,Drama
66,Comedy
67,Comedy
68,Comedy
69,Comedy
70,Comedy
71,Comedy
72,Animation
73,Comedy
74,Comedy
75,Comedy
76,Adventure
77,Comedy
78,Comedy
79,Drama
80,Adventure
81,Drama
82,Drama
83,Comedy
84,Animation
85,Comedy
86,Comedy
87,Comedy
88,Comedy
89,Comedy
90,Comedy
91,Comedy
92,Action
93,Action
94,Crime
95,Comedy
96,Action
97,Horror
98,Comedy
99,Crime
100,Action
101,Adventure
102,Action
103,Adventure
104,Comedy
105,Drama
106,Action
107,Action
108,Drama
109,Adventure
110,Comedy
111,Horror
112,Horror
113,Action
114,Horror
115,Drama
116,Biography
117,Drama
118,Animation
119,Biography
120,Drama
121,Adventure
122,Drama
123,Comedy
124,Biography
125,Comedy
126,Horror
127,Comedy
128,Horror
129,Action
130,Crime
131,Adventure
132,Horror
133,Biography
134,Comedy
135,Crime
136,Drama
137,Horror
138,Crime
139,Adventure
140,Action
141,Action
142,Comedy
143,Horror
144,Drama
145,Horror
146,Horror
147,Drama
148,Drama
149,Adventure
150,Crime
151,Drama
152,Action
153,Comedy
154,Action
155,Comedy
156,Comedy
157,Romance
158,Horror
159,Comedy
160,Crime
161,Drama
162,Comedy
163,Music
164,Horror
165,Crime
166,Horror
167,Action
168,Comedy
169,Comedy
170,Comedy
171,Drama
172,Drama
173,Horror
174,Comedy
175,Drama
176,Animation
177,Action
178,Adventure
179,Horror
180,Action
181,Drama
182,Drama
183,Comedy
184,Comedy
185,Comedy
186,Comedy
187,Adventure
188,Comedy
189,Drama
190,Comedy
191,Drama
192,Comedy
193,Adventure
194,Drama
195,Comedy
196,Action
197,Comedy
198,Action
199,Horror
200,Comedy
201,Crime
202,Comedy
203,Western
204,Adventure
205,Drama
206,Comedy
207,Action
208,Horror
209,Action
210,Family
211,Action
212,Drama
213,Comedy
214,Comedy
215,Horror
216,Action
217,Action
218,Adventure
219,Comedy
220,Drama
221,Biography
222,Comedy
223,Action
224,Animation
225,Comedy
226,Drama
227,Action
228,Comedy
229,Adventure
230,Drama
231,Fantasy
232,Drama
233,Horror
234,Action
235,Horror
236,Adventure
237,Drama
238,Horror
239,Comedy
240,Comedy
241,Comedy
242,Comedy
243,Comedy
244,Drama
245,Comedy
246,Comedy
247,Comedy
248,Animation
249,Drama
250,Comedy
251,Comedy
252,Horror
253,Crime
254,Action
255,Action
256,Action
257,Action
258,Drama
259,Comedy
260,Horror
261,Biography
262,Biography
263,Thriller
264,Comedy
265,Comedy
266,Drama
267,Horror
268,Crime
269,Comedy
270,Comedy
271,Comedy
272,Crime
273,Horror
274,Drama
275,Comedy
276,Horror
277,Comedy
278,Action
279,Comedy
280,Drama
281,Crime
282,Comedy
283,Comedy
284,Action
285,Comedy
286,Drama
287,Comedy
288,Western
289,Horror
290,Comedy
291,Comedy
292,Action
293,Comedy
294,Drama
295,Action
296,Action
297,Comedy
298,Drama
299,Drama
300,Sci-Fi
301,Action
302,Comedy
303,Comedy
304,Drama
305,Drama
306,Action
307,Comedy
308,Comedy
309,Biography
310,Action
311,Comedy
312,Crime
313,Drama
314,Crime
315,Biography
316,Comedy
317,Comedy
318,Animation
319,Crime
320,Comedy
321,Comedy
322,Drama
323,Action
324,Sci-Fi
325,Animation
326,Animation
327,Crime
328,Comedy
329,Drama
330,Comedy
331,Comedy
332,Crime
333,Crime
334,Action
335,Comedy
336,Adventure
337,Comedy
338,Action
339,Comedy
340,Drama
341,Adventure
342,Horror
343,Horror
344,Drama
345,Action
346,Adventure
347,Action
348,Comedy
349,Drama
350,Action
351,Comedy
352,Comedy
353,Crime
354,Horror
355,Comedy
356,Horror
357,Action
358,Comedy
359,Horror
360,Action
361,Drama
362,Comedy
363,Action
364,Action
365,Crime
366,Comedy
367,Crime
368,Biography
369,Drama
370,Drama
371,Comedy
372,Drama
373,Animation
374,Drama
375,Action
376,Comedy
377,Drama
378,Comedy
379,Action
380,Action
381,Comedy
382,Fantasy
383,Drama
384,Biography
385,Crime
386,Action
387,Comedy
388,Drama
389,Comedy
390,Comedy
391,Sci-Fi
392,Comedy
393,Action
394,Crime
395,Action
396,Comedy
397,Horror
398,Action
399,Adventure
400,Comedy
401,Action
402,Action
403,Adventure
404,Adventure
405,Comedy
406,Animation
407,Adventure
408,Comedy
409,Drama
410,Drama
411,Horror
412,Drama
413,Action
414,Action
415,Comedy
416,Drama
417,Action
418,Comedy
419,Drama
420,Adventure
421,Comedy
422,Action
423,Horror
424,Comedy
425,Action
426,Drama
427,Comedy
428,Drama
429,Crime
430,Drama
431,Thriller
432,Biography
433,Comedy
434,Horror
435,Comedy
436,Action
437,Comedy
438,Comedy
439,Comedy
440,Drama
441,Comedy
442,Drama
443,Biography
444,Drama
445,Comedy
446,Action
447,Horror
448,Adventure
449,Action
450,Comedy
451,Drama
452,Comedy
453,Comedy
454,Biography
455,Drama
456,Comedy
457,Action
458,Action
459,Drama
460,Comedy
461,Action
462,Drama
463,Drama
464,Crime
465,Drama
466,Comedy
467,Action
468,Drama
469,Comedy
470,Action
471,Thriller
472,Comedy
473,Drama
474,Drama
475,History
476,Action
477,Action
478,Action
479,Action
480,Crime
481,Comedy
482,Action
483,Crime
484,Horror
485,Biography
486,Action
487,Action
488,Adventure
489,Drama
490,Comedy
491,Comedy
492,Action
493,Action
494,Comedy
495,Drama
496,Comedy
497,Drama
498,Comedy
499,Action
500,Horror
501,Action
502,Comedy
503,Crime
504,Drama
505,Comedy
506,Animation
507,Horror
508,Comedy
509,Action
510,Action
511,Adventure
512,Action
513,Horror
514,Comedy
515,Action
516,Adventure
517,Action
518,Action
519,Adventure
520,Biography
521,Crime
522,Romance
523,Comedy
524,Comedy
525,Action
526,Drama
527,Adventure
528,Drama
529,Comedy
530,Action
531,Comedy
532,Action
533,Adventure
534,Drama
535,Comedy
536,Crime
537,Adventure
538,Action
539,Adventure
540,Adventure
541,Comedy
542,Drama
543,Action
544,Comedy
545,Drama
546,Drama
547,Comedy
548,Comedy
549,Action
550,Comedy
551,Horror
552,Action
553,Comedy
554,Drama
555,Comedy
556,Comedy
557,Crime
558,Comedy
559,Comedy
560,Comedy
561,Drama
562,Drama
563,Comedy
564,Comedy
565,Drama
566,Action
567,Comedy
568,Action
569,Adventure
570,Action
571,Drama
572,Adventure
573,Comedy
574,Drama
575,Drama
576,Horror
577,Crime
578,Comedy
579,Comedy
580,Action
581,Comedy
582,Action
583,Drama
584,Drama
585,Action
586,Drama
587,Comedy
588,Comedy
589,Comedy
590,Crime
591,Comedy
592,Comedy
593,Comedy
594,Comedy
595,Comedy
596,Comedy
597,Action
598,Comedy
599,Comedy
600,Comedy
601,Comedy
602,Comedy
603,Comedy
604,Horror
605,Drama
606,Comedy
607,Drama
608,Comedy
609,Drama
610,Drama
611,Drama
612,Comedy
613,Drama
614,Drama
615,Adventure
616,Comedy
617,Drama
618,Adventure
619,Comedy
620,Drama
621,Drama
622,Drama
623,Comedy
624,Comedy
625,Comedy
626,Drama
627,Drama
628,Drama
629,Biography
630,Drama
631,Drama
632,Drama
633,Comedy
634,Biography
635,Comedy
636,Comedy
637,Drama
638,Comedy
639,Drama
640,Comedy
641,Animation
642,Comedy
643,Comedy
644,Comedy
645,Adventure
646,Adventure
647,Action
648,Comedy
649,Comedy
650,Comedy
651,Action
652,Biography
653,Adventure
654,Comedy
655,Drama
656,Drama
657,Drama
658,Comedy
659,Comedy
660,Action
661,Crime
662,Drama
663,Action
664,Drama
665,Comedy
666,Action
667,Adventure
668,Drama
669,Action
670,Fantasy
671,Adventure
672,Adventure
673,Action
674,Comedy
675,Action
676,Comedy
677,Drama
678,Horror
679,Comedy
680,Action
681,Adventure
682,Biography
683,Horror
684,Comedy
685,Adventure
686,Adventure
687,Comedy
688,Comedy
689,Animation
690,Horror
691,Action
692,Comedy
693,Comedy
694,Action
695,Action
696,Comedy
697,Comedy
698,Drama
699,Drama
700,Action
701,Action
702,Adventure
703,Action
704,Comedy
705,Comedy
706,Action
707,Action
708,Comedy
709,Drama
710,Comedy
711,Horror
712,Drama
713,Comedy
714,Adventure
715,Drama
716,Comedy
717,Action
718,Comedy
719,Drama
720,Comedy
721,Horror
722,Comedy
723,Action
724,Family
725,Biography
726,Drama
727,Comedy
728,Comedy
729,Comedy
730,Drama
731,Adventure
732,Comedy
733,Comedy
734,Action
735,Action
736,Action
737,Action
738,Action
739,Action
740,Biography
741,Comedy
742,Drama
743,Comedy
744,Comedy
745,Comedy
746,Drama
747,Action
748,Comedy
749,Comedy
750,Crime
751,Comedy
752,Action
753,Adventure
754,Comedy
755,Thriller
756,Comedy
757,Horror
758,Drama
759,Adventure
760,Action
761,Comedy
762,Action
763,Biography
764,Comedy
765,Action
766,Adventure
767,Crime
768,Drama
769,Comedy
770,Animation
771,Action
772,Fantasy
773,Comedy
774,Action
775,Drama
776,Adventure
777,Drama
778,Action
779,Action
780,Crime
781,Comedy
782,Drama
783,Comedy
784,Animation
785,Drama
786,Comedy
787,Drama
788,Drama
789,Adventure
790,Animation
791,Comedy
792,Action
793,Animation
794,Drama
795,Action
796,Drama
797,Biography
798,Adventure
799,Family
800,Comedy
801,Comedy
802,Drama
803,Drama
804,Crime
805,Comedy
806,Drama
807,Biography
808,Thriller
809,Comedy
810,Drama
811,Comedy
812,Animation
813,Action
814,Comedy
815,Action
816,Drama
817,Drama
818,Action
819,Comedy
820,Action
821,Biography
822,Action
823,Biography
824,Comedy
825,Comedy
826,Drama
827,Comedy
828,Comedy
829,Comedy
830,Action
831,Comedy
832,Comedy
833,Drama
834,Comedy
835,Animation
836,Adventure
837,Drama
838,Comedy
839,Thriller
840,Drama
841,Comedy
842,Drama
843,Drama
844,Action
845,Action
846,Adventure
847,Comedy
848,Action
849,Adventure
850,Action
851,Action
852,Comedy
853,Drama
854,Drama
855,Crime
856,Action
857,Drama
858,Comedy
859,Adventure
860,Action
861,Crime
862,Drama
863,Action
864,Action
865,Comedy
866,Action
867,Crime
868,Action
869,Drama
870,Drama
871,Drama
872,Adventure
873,Action
874,Comedy
875,Adventure
876,Drama
877,Drama
878,Comedy
879,Action
880,Comedy
881,Horror
882,Comedy
883,Comedy
884,Drama
885,Comedy
886,Comedy
887,Comedy
888,Action
889,Comedy
890,Horror
891,Biography
892,Biography
893,Crime
894,Comedy
895,Comedy
896,Drama
897,Action
898,Drama
899,Animation
900,Adventure
901,Action
902,Comedy
903,Animation
904,Comedy
905,Animation
906,Comedy
907,Comedy
908,Crime
909,Drama
910,Comedy
911,Comedy
912,Drama
913,Adventure
914,Comedy
915,Action
916,Action
917,Comedy
918,Comedy
919,Horror
920,Crime
921,Horror
922,Action
923,Adventure
924,Biography
925,Drama
926,Horror
927,Drama
928,Comedy
929,Horror
930,Comedy
931,Action
932,Crime
933,Biography
